중앙오션(054180),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-03-07,936855,953973,868487,882061,464438,56760.0,4400000.0
2002-03-08,875249,902596,834230,864919,279782,55660.0,4400000.0
2002-03-11,864979,909445,841077,909445,409706,58520.0,4400000.0
2002-03-12,899147,926495,864912,875162,281471,56320.0,4400000.0
2002-03-13,909343,943579,888884,912790,540975,58740.0,4400000.0
2002-03-14,895796,936817,875233,929932,337985,59840.0,4400000.0
2002-03-15,970950,1005083,964061,1005083,1019767,64680.0,4400000.0
2002-03-18,1039280,1039280,984587,994840,645642,64020.0,4400000.0
2002-03-19,1005083,1022201,988069,1005083,329567,64680.0,4400000.0
2002-03-20,1005091,1039327,936703,936726,532184,60280.0,4400000.0
2002-03-21,923143,967608,919699,929932,343162,59840.0,4400000.0
2002-03-22,947046,953934,909470,929932,305766,59840.0,4400000.0
2002-03-25,950395,1025652,936721,1025569,664382,66000.0,4400000.0
2002-03-26,1011986,1066681,964077,1018775,881141,65560.0,4400000.0
2002-03-27,1049620,1097426,1025612,1059853,1100435,68200.0,4400000.0
2002-03-28,1046195,1066654,998266,998289,457455,64240.0,4400000.0
2002-03-29,977734,1022201,974394,1005083,409934,64680.0,4400000.0
2002-04-01,994969,1066781,991524,1015431,646840,65340.0,4400000.0
2002-04-02,1032497,1073518,1032497,1070096,426106,68860.0,4400000.0
2002-04-03,1042816,1100955,1025699,1046160,374904,67320.0,4400000.0
2002-04-04,1032503,1080412,1015384,1059853,432274,68200.0,4400000.0
2002-04-08,1087276,1135103,1056485,1056403,474113,67980.0,4400000.0
2002-04-09,1049530,1073537,991496,1008532,333926,64900.0,4400000.0
2002-04-10,970809,1018718,909330,919584,255205,59180.0,4400000.0
2002-04-11,936678,946906,878540,919584,339184,59180.0,4400000.0
2002-04-12,892324,923115,875310,923138,224049,59400.0,4400000.0
2002-04-15,923115,933365,902657,923138,182596,59400.0,4400000.0
2002-04-16,916251,943598,916251,926483,161601,59620.0,4400000.0
2002-04-17,943598,964162,919696,926483,203846,59620.0,4400000.0
2002-04-18,916275,957294,906045,943624,217570,60720.0,4400000.0
2002-04-19,943655,943655,892386,892304,136394,57420.0,4400000.0
2002-04-22,875263,888936,786334,888855,394766,57200.0,4400000.0
2002-04-23,827420,875224,827420,861574,88187,55440.0,4400000.0
2002-04-24,875306,882091,827377,830740,86651,53460.0,4400000.0
2002-04-25,786448,803567,731754,731654,245986,47080.0,4400000.0
2002-04-26,718100,752232,704426,745346,102727,47960.0,4400000.0
2002-04-29,697348,724695,680231,683678,91159,44000.0,4400000.0
2002-04-30,683825,717958,676937,717961,183107,46200.0,4400000.0
2002-05-02,721412,745315,707738,738448,201726,47520.0,4400000.0
2002-05-03,738529,762432,721412,738448,206242,47520.0,4400000.0
2002-05-06,748791,765909,731672,748691,221415,48180.0,4400000.0
2002-05-07,735170,741955,718053,724860,124695,46640.0,4400000.0
2002-05-08,745369,779500,745369,779525,240101,50160.0,4400000.0
2002-05-09,806845,806845,755596,762383,218049,49060.0,4400000.0
2002-05-10,745321,769328,728307,728204,112791,46860.0,4400000.0
2002-05-13,717974,745321,714633,728204,110838,46860.0,4400000.0
2002-05-14,738537,748766,717974,728204,172919,46860.0,4400000.0
2002-05-15,731736,765867,711172,717961,836500,46200.0,4400000.0
2002-05-16,704231,717905,677616,694026,551521,44660.0,4400000.0
2002-05-17,690606,728307,680378,728204,369981,46860.0,4400000.0
2002-05-20,724865,741982,711192,731654,215228,47080.0,4400000.0
2002-05-21,717983,752219,707754,752140,156083,48400.0,4400000.0
2002-05-22,752190,800100,735072,789768,263451,50820.0,4400000.0
2002-05-23,772677,800023,752219,752140,305972,48400.0,4400000.0
2002-05-24,752219,765892,728316,752140,197675,48400.0,4400000.0
2002-05-27,731729,738511,704359,711167,112254,45760.0,4400000.0
2002-05-28,700898,759038,697455,759038,194718,48840.0,4400000.0
2002-05-29,779596,779596,738555,755589,94622,48620.0,4400000.0
2002-05-30,731599,786292,731599,786319,134014,50600.0,4400000.0
2002-05-31,779489,813724,769258,769282,364126,49500.0,4400000.0
2002-06-03,782954,786292,755606,786319,99213,50600.0,4400000.0
2002-06-04,772810,772810,745443,755589,90789,48620.0,4400000.0
2002-06-05,776155,779600,759038,759038,68694,48840.0,4400000.0
2002-06-07,731627,745301,714508,714512,63438,45980.0,4400000.0
2002-06-10,714608,731725,707823,724860,57480,46640.0,4400000.0
2002-06-11,711168,731627,711168,714512,37180,45980.0,4400000.0
2002-06-12,721497,724837,704359,711167,56716,45760.0,4400000.0
2002-06-14,704260,717934,700815,700820,74203,45100.0,4400000.0
2002-06-17,711121,711121,683774,694026,81614,44660.0,4400000.0
2002-06-18,697448,721350,694003,694026,158178,44660.0,4400000.0
2002-06-19,683802,697475,611990,622219,142414,40040.0,4400000.0
2002-06-20,581178,615414,581178,608527,34719,39160.0,4400000.0
2002-06-21,581198,627750,581198,622219,66998,40040.0,4400000.0
2002-06-24,588053,614669,567490,614694,61742,39556.0,4400000.0
2002-06-25,614019,621534,573728,581142,50734,37400.0,4400000.0
2002-06-26,560687,560687,511504,511426,111877,32912.0,4400000.0
2002-06-27,505973,539499,492299,511426,100198,32912.0,4400000.0
2002-06-28,512970,536893,512970,512889,213214,33000.0,4400000.0
2002-07-02,466296,502619,466296,486132,126158,31284.0,4400000.0
2002-07-03,486239,501999,475278,490312,141039,31548.0,4400000.0
2002-07-04,503363,526639,503363,509440,397211,32780.0,4400000.0
2002-07-05,516435,554031,511633,526582,658491,33880.0,4400000.0
2002-07-08,540337,549960,515703,526582,463387,33880.0,4400000.0
2002-07-09,529219,557923,529219,550413,847394,35420.0,4400000.0
2002-07-10,549051,561368,539449,550413,389475,35420.0,4400000.0
2002-07-11,541704,551203,517070,518324,242729,33352.0,4400000.0
2002-07-12,519750,533425,499188,509440,252738,32780.0,4400000.0
2002-07-15,512871,526545,501286,501183,302488,32252.0,4400000.0
2002-07-16,512820,516264,476601,479338,250532,30844.0,4400000.0
2002-07-18,485607,495210,471913,484877,151438,31196.0,4400000.0
2002-07-19,467708,467708,437647,465018,228709,29920.0,4400000.0
2002-07-22,410350,430912,409620,409622,150707,26356.0,4400000.0
2002-07-23,393233,424045,384361,423941,244416,27280.0,4400000.0
2002-07-24,401957,410224,391728,393107,154635,25300.0,4400000.0
2002-07-25,410229,419101,393111,396556,188401,25520.0,4400000.0
2002-07-26,386365,388453,349519,349417,220975,22484.0,4400000.0
2002-07-29,358988,367235,337799,344609,182317,22176.0,4400000.0
2002-07-30,359042,372089,348813,367186,392509,23628.0,4400000.0
2002-07-31,372701,379589,355687,355584,280612,22880.0,4400000.0
2002-08-01,354913,362428,337794,340533,290498,21912.0,4400000.0
2002-08-02,333713,339872,313129,317956,232420,20460.0,4400000.0
2002-08-05,305813,311241,290782,293393,241567,18876.0,4400000.0
2002-08-06,280434,298178,280434,298097,194226,19184.0,4400000.0
2002-08-07,307726,333737,307726,333739,320056,21472.0,4400000.0
2002-08-08,347309,352111,317979,336352,515391,21648.0,4400000.0
2002-08-09,338509,352183,322749,328199,294872,21120.0,4400000.0
2002-08-12,328911,335070,323483,331648,140803,21340.0,4400000.0
2002-08-13,338456,363088,337098,351403,506818,22616.0,4400000.0
2002-08-14,348796,359024,342637,353493,177735,22748.0,4400000.0
2002-08-16,388542,389169,355665,356315,276261,22924.0,4400000.0
2002-08-19,349470,355628,328908,328931,275340,21164.0,4400000.0
2002-08-20,336425,339138,328909,330916,189056,21296.0,4400000.0
2002-08-21,321909,330886,321909,326736,107240,21032.0,4400000.0
2002-08-22,328927,348028,328927,341891,220834,22000.0,4400000.0
2002-08-23,345293,347380,326193,329558,166447,21208.0,4400000.0
2002-08-26,328284,335070,324839,331648,58197,21340.0,4400000.0
2002-08-27,335094,338539,329667,335097,73100,21560.0,4400000.0
2002-08-28,329528,354161,317943,326108,291091,20988.0,4400000.0
2002-08-29,321476,327634,312499,314611,122859,20240.0,4400000.0
2002-08-30,319281,319281,312393,312416,87445,20108.0,4400000.0
2002-09-02,308949,315837,303520,311057,72490,20020.0,4400000.0
2002-09-03,308330,314488,304260,304263,103879,19580.0,4400000.0
2002-09-04,294837,303711,292749,297469,61578,19140.0,4400000.0
2002-09-05,307798,307798,294124,294020,79786,18920.0,4400000.0
2002-09-06,281770,290015,281770,283777,82902,18260.0,4400000.0
2002-09-09,281099,290702,250308,253048,113817,16280.0,4400000.0
2002-09-10,253023,262625,251040,253048,78717,16280.0,4400000.0
2002-09-11,254412,264015,251698,261200,104374,16808.0,4400000.0
2002-09-12,255145,264747,255145,261932,119685,16852.0,4400000.0
2002-09-13,255024,257738,249492,249494,77736,16060.0,4400000.0
2002-09-16,246238,257198,240706,253048,141485,16280.0,4400000.0
2002-09-17,257130,267987,257130,263186,128723,16940.0,4400000.0
2002-09-18,258463,258463,245416,245418,68230,15796.0,4400000.0
2002-09-19,240717,249589,240717,244790,64809,15752.0,4400000.0
2002-09-23,240064,242779,220944,224931,72919,14476.0,4400000.0
2002-09-24,218136,220954,213334,218764,75135,14080.0,4400000.0
2002-09-25,212779,218206,201088,207894,66601,13376.0,4400000.0
2002-09-26,209953,218825,205152,205072,84514,13200.0,4400000.0
2002-09-27,203809,208611,192849,198278,95476,12760.0,4400000.0
2002-09-30,192168,195508,175051,175701,56011,11308.0,4400000.0
2002-10-01,167436,181840,167436,179778,54194,11572.0,4400000.0
2002-10-02,183938,189472,171621,171625,77562,11044.0,4400000.0
2002-10-04,165435,170235,160633,164727,94814,10604.0,4400000.0
2002-10-07,162101,164814,150515,153229,103010,9856.0,4400000.0
2002-10-08,150401,163343,149670,163368,81442,10516.0,4400000.0
2002-10-09,164071,167516,158644,160023,86551,10296.0,4400000.0
2002-10-10,155310,159380,147043,150407,69623,9680.0,4400000.0
2002-10-11,155216,164088,148326,156574,119504,10076.0,4400000.0
2002-10-14,167535,175051,164091,175074,77529,11264.0,4400000.0
2002-10-15,195642,195642,195642,195561,55075,12584.0,4400000.0
2002-10-16,218866,218866,201747,218764,442249,14080.0,4400000.0
2002-10-17,214075,233907,207917,227022,342206,14608.0,4400000.0
2002-10-18,236009,253753,231207,253048,248868,16280.0,4400000.0
2002-10-21,262556,271532,241367,262559,159334,16896.0,4400000.0
2002-10-22,257094,268054,250937,253675,120417,16324.0,4400000.0
2002-10-23,250236,262552,243430,259110,88553,16676.0,4400000.0
2002-10-24,273520,287194,259845,263918,182199,16984.0,4400000.0
2002-10-25,253004,268034,236617,239355,80043,15400.0,4400000.0
2002-10-28,250206,251562,236533,251584,123755,16192.0,4400000.0
2002-10-29,249492,257008,247509,249494,110191,16060.0,4400000.0
2002-10-30,247382,250096,226193,232352,85396,14960.0,4400000.0
2002-10-31,233386,238813,218961,226395,69655,14564.0,4400000.0
2002-11-01,220876,253023,219517,253048,172689,16280.0,4400000.0
2002-11-04,266728,280402,259840,261200,218892,16808.0,4400000.0
2002-11-05,273499,273499,248240,266636,112402,17160.0,4400000.0
2002-11-06,272181,297547,266754,277610,302326,17864.0,4400000.0
2002-11-07,266723,277704,264635,271444,135917,17468.0,4400000.0
2002-11-08,251704,266003,249616,263918,87794,16984.0,4400000.0
2002-11-11,257127,270800,257127,259842,87262,16720.0,4400000.0
2002-11-12,250325,257215,242810,247612,86890,15928.0,4400000.0
2002-11-13,246231,255103,230469,230471,117650,14828.0,4400000.0
2002-11-14,232521,237323,203189,203086,192827,13068.0,4400000.0
2002-11-15,205139,207247,191465,194202,104220,12496.0,4400000.0
2002-11-18,189479,201796,184679,192216,75616,12364.0,4400000.0
2002-11-19,188047,214789,188047,214688,336637,13816.0,4400000.0
2002-11-20,218963,226479,206626,212702,193951,13684.0,4400000.0
2002-11-21,218936,221671,205262,208626,138703,13420.0,4400000.0
2002-11-22,210698,212054,198381,198278,135881,12760.0,4400000.0
2002-11-25,197024,203809,195563,198278,57032,12760.0,4400000.0
2002-11-26,196395,200465,188755,197651,149932,12716.0,4400000.0
2002-11-27,194937,201095,194937,199010,58103,12804.0,4400000.0
2002-11-28,212152,221044,199106,208626,185796,13420.0,4400000.0
2002-11-29,210589,213304,204431,211239,85151,13596.0,4400000.0
2002-12-02,210624,236613,209997,236638,289287,15224.0,4400000.0
2002-12-03,238761,264648,229784,264650,246298,17028.0,4400000.0
2002-12-04,279747,286552,245511,254406,487819,16368.0,4400000.0
2002-12-05,263298,284487,237934,284404,392247,18304.0,4400000.0
2002-12-06,280421,298895,274993,274893,371585,17688.0,4400000.0
2002-12-09,283123,300867,270076,280328,398174,18040.0,4400000.0
2002-12-10,270068,277583,260464,260469,170726,16764.0,4400000.0
2002-12-11,261871,268760,232437,235906,347790,15180.0,4400000.0
2002-12-12,251666,254693,238933,251689,167953,14740.0,4400000.0
2002-12-13,247943,268924,247943,261409,143829,15312.0,4400000.0
2002-12-16,256269,260757,243430,243432,92956,14256.0,4400000.0
2002-12-17,250235,272049,246477,271966,240001,15928.0,4400000.0
2002-12-18,274372,303598,274372,278028,489559,16280.0,4400000.0
2002-12-20,287002,288566,271970,277192,154406,16236.0,4400000.0
2002-12-23,281006,286225,244160,244163,183106,14300.0,4400000.0
2002-12-24,236721,251750,214989,223886,154518,13112.0,4400000.0
2002-12-26,219347,221643,205152,205072,110721,12012.0,4400000.0
2002-12-27,193060,217903,193060,202773,102556,11880.0,4400000.0
2002-12-30,196162,209023,180402,193888,62327,11352.0,4400000.0
2003-01-02,199948,216462,199948,216360,80285,12672.0,4400000.0
2003-01-03,232133,240378,227644,240400,140389,14080.0,4400000.0
2003-01-06,244151,260747,228390,251689,217363,14740.0,4400000.0
2003-01-07,262915,262915,227636,236638,170506,13860.0,4400000.0
2003-01-08,232852,251536,232018,235070,100624,13772.0,4400000.0
2003-01-09,230643,238158,214883,220855,237559,12936.0,4400000.0
2003-01-10,228457,244238,211860,225349,400867,13200.0,4400000.0
2003-01-13,227660,252397,227660,252421,411687,14784.0,4400000.0
2003-01-14,261482,282483,252402,256183,1163347,15004.0,4400000.0
2003-01-15,269753,269753,241966,258483,427462,15136.0,4400000.0
2003-01-16,257729,262218,242698,244163,267999,14300.0,4400000.0
2003-01-17,226814,238923,217839,229112,268490,13420.0,4400000.0
2003-01-20,217843,240389,217843,232875,284329,13640.0,4400000.0
2003-01-21,236723,236723,219375,225349,176734,13200.0,4400000.0
2003-01-22,218649,221676,208107,214061,133225,12540.0,4400000.0
2003-01-23,214165,218653,207380,216360,154131,12672.0,4400000.0
2003-01-24,217903,221660,199845,200578,126637,11748.0,4400000.0
2003-01-27,187075,199079,187075,190021,73348,11132.0,4400000.0
2003-01-28,184779,196052,184779,190021,134016,11132.0,4400000.0
2003-01-29,190809,194567,175051,175074,95610,10252.0,4400000.0
2003-01-30,179539,181835,171292,175806,284119,10296.0,4400000.0
2003-02-03,172055,186356,172055,184063,226843,10780.0,4400000.0
2003-02-04,184900,193145,181872,187826,386961,15400.0,6160000.0
2003-02-05,185628,196901,182600,186363,495676,15277.0,6160000.0
2003-02-06,190213,196162,185621,193888,635856,15893.0,6160000.0
2003-02-07,197735,198465,178947,184899,487198,15154.0,6160000.0
2003-02-10,179557,182584,173503,173506,289847,14230.0,6160000.0
2003-02-11,176523,179551,163789,168280,292169,13798.0,6160000.0
2003-02-12,165328,169086,163032,163054,301369,13367.0,6160000.0
2003-02-13,161464,167518,160734,161486,230277,13244.0,6160000.0
2003-02-14,159275,164494,159275,163786,141661,13429.0,6160000.0
2003-02-17,165253,172038,164523,169744,576616,13922.0,6160000.0
2003-02-18,171406,171406,165330,166085,270921,13614.0,6160000.0
2003-02-19,169819,170571,164600,166085,271464,13614.0,6160000.0
2003-02-20,164488,166053,157808,159291,337397,13059.0,6160000.0
2003-02-21,158553,158553,153961,156260,158204,12813.0,6160000.0
2003-02-24,155527,158553,154795,156260,207164,12813.0,6160000.0
2003-02-25,156349,156349,147353,147271,249255,12074.0,6160000.0
2003-02-26,147353,151840,147353,147271,246918,12074.0,6160000.0
2003-02-27,145068,146530,137553,140478,164453,11519.0,6160000.0
2003-02-28,140572,142764,136815,136715,201855,11211.0,6160000.0
2003-03-03,135983,139741,135983,138178,170103,11334.0,6160000.0
2003-03-04,136681,136681,126975,129921,228419,10657.0,6160000.0
2003-03-05,126244,145051,123216,144972,1399034,11889.0,6160000.0
2003-03-06,140562,148828,127826,127726,1093661,10472.0,6160000.0
2003-03-07,119440,126955,112761,116437,564640,9548.0,6160000.0
2003-03-10,113407,130002,113407,129921,949130,10657.0,6160000.0
2003-03-11,115092,142880,115092,142777,361330,11704.0,6160000.0
2003-03-12,142005,148078,127706,129189,1121365,10595.0,6160000.0
2003-03-13,130735,131465,115685,117901,291191,9671.0,6160000.0
2003-03-14,126983,126983,120283,120200,236131,9856.0,6160000.0
2003-03-17,117149,117984,105856,105881,224521,8686.0,6160000.0
2003-03-18,110474,112770,107447,108180,251275,8870.0,6160000.0
2003-03-19,107420,110448,103663,103686,212227,8501.0,6160000.0
2003-03-20,105975,115057,105975,114242,236741,9363.0,6160000.0
2003-03-21,117280,127718,114230,124695,383062,10226.0,6160000.0
2003-03-24,124794,130847,121036,121768,379640,9979.0,6160000.0
2003-03-25,115682,117249,112761,116437,187492,9548.0,6160000.0
2003-03-26,119442,123929,114954,117169,198765,9610.0,6160000.0
2003-03-27,115682,119440,112761,116437,114064,9548.0,6160000.0
2003-03-28,116529,125527,116529,123231,189434,10102.0,6160000.0
2003-03-31,123216,123216,112673,112675,158271,9240.0,6160000.0
2003-04-01,109735,118710,109735,117169,78250,9610.0,6160000.0
2003-04-02,118093,124064,117258,121768,283485,9979.0,6160000.0
2003-04-03,127818,136063,124790,135983,1237061,11150.0,6160000.0
2003-04-04,135331,137627,128652,133056,739137,10903.0,6160000.0
2003-04-07,136095,148099,136095,143509,825293,11766.0,6160000.0
2003-04-08,142772,145798,136822,140478,390733,11519.0,6160000.0
2003-04-09,139090,142138,128548,133788,356359,10965.0,6160000.0
2003-04-10,131472,138279,130012,137446,263393,11273.0,6160000.0
2003-04-11,138283,145068,131499,140478,393347,11519.0,6160000.0
2003-04-14,144322,148914,142131,146540,423442,12012.0,6160000.0
2003-04-15,150281,152598,144227,150198,339630,12320.0,6160000.0
2003-04-16,158550,160011,148738,152498,269502,12505.0,6160000.0
2003-04-17,147280,165233,147280,156260,518339,12813.0,6160000.0
2003-04-18,160017,162208,154693,157724,280775,12936.0,6160000.0
2003-04-21,155526,157093,148846,154065,274468,12628.0,6160000.0
2003-04-22,150938,165238,150208,158455,641492,12998.0,6160000.0
2003-04-23,157822,163042,154065,154065,247173,12628.0,6160000.0
2003-04-24,152587,154153,142149,142777,213922,11704.0,6160000.0
2003-04-25,142751,145778,126258,126158,364423,10349.0,6160000.0
2003-04-28,118743,127825,118743,123963,118644,10164.0,6160000.0
2003-04-29,129274,136789,127083,131489,221588,10780.0,6160000.0
2003-04-30,134490,138978,130002,129921,171903,10657.0,6160000.0
2003-05-02,130007,133033,127815,132220,154300,10842.0,6160000.0
2003-05-06,135331,137544,132305,135251,236490,11088.0,6160000.0
2003-05-07,139105,151107,139105,146540,780127,12012.0,6160000.0
2003-05-09,144243,162300,139755,162323,373260,13306.0,6160000.0
2003-05-12,162304,168358,157085,166085,443354,13614.0,6160000.0
2003-05-13,172019,172019,153231,156260,453256,12813.0,6160000.0
2003-05-14,160741,160741,148007,151766,235973,12443.0,6160000.0
2003-05-15,154059,158548,149550,150930,377460,12382.0,6160000.0
2003-05-16,152672,153404,141401,146540,312530,12012.0,6160000.0
2003-05-19,143599,144434,133141,133788,286459,10965.0,6160000.0
2003-05-20,128558,145071,128558,141209,526601,11581.0,6160000.0
2003-05-21,141304,142764,136815,136715,165272,11211.0,6160000.0
2003-05-22,136085,144330,136085,136715,216281,11211.0,6160000.0
2003-05-23,139105,148914,135347,146540,387408,12012.0,6160000.0
2003-05-26,151760,163763,148002,163786,600305,13429.0,6160000.0
2003-05-27,167528,168258,150305,155529,786713,12751.0,6160000.0
2003-05-28,161671,162403,147353,147271,342564,12074.0,6160000.0
2003-05-29,146519,152572,146519,148735,170439,12197.0,6160000.0
2003-05-30,150299,165328,150299,163054,533988,13367.0,6160000.0
2003-06-02,163760,168250,158438,161486,689159,13244.0,6160000.0
2003-06-03,159284,161580,151037,154065,336608,12628.0,6160000.0
2003-06-04,157085,171406,156354,166085,695861,13614.0,6160000.0
2003-06-05,169135,185626,168403,185631,880933,15215.0,6160000.0
2003-06-09,193143,206712,180409,186363,1891828,15277.0,6160000.0
2003-06-10,188650,207459,179673,198383,1855160,16262.0,6160000.0
2003-06-11,202837,202837,189268,190753,870731,15646.0,6160000.0
2003-06-12,191573,195330,178087,180300,694172,14784.0,6160000.0
2003-06-13,182604,201413,181038,201309,1112646,16509.0,6160000.0
2003-06-16,199205,221749,192420,206640,1351898,16940.0,6160000.0
2003-06-17,213413,214247,199217,199114,624093,16324.0,6160000.0
2003-06-18,197549,211849,193060,202773,699964,16632.0,6160000.0
2003-06-19,200662,212665,200662,204340,489921,16755.0,6160000.0
2003-06-20,197619,201377,190104,191589,420852,15708.0,6160000.0
2003-06-23,190115,193141,182599,183332,275569,15030.0,6160000.0
2003-06-24,181103,181103,172128,175074,325168,14353.0,6160000.0
