알톤스포츠(123750),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-09-07,4863,4932,4863,4933,30194,21736.0,20220000.0
2010-09-08,4955,5024,4886,4979,110914,21939.0,20220000.0
2010-09-09,5001,5115,4978,5047,165166,22242.0,20220000.0
2010-09-10,5070,5185,5047,5070,254738,22343.0,20220000.0
2010-09-13,5138,5138,5001,5047,124504,22242.0,20220000.0
2010-09-14,5047,5138,5001,5047,128651,22242.0,20220000.0
2010-09-15,5138,5138,5047,5093,37152,22444.0,20220000.0
2010-09-16,5070,5115,5047,5047,68523,22242.0,20220000.0
2010-09-17,5047,5092,5001,5002,97721,22040.0,20220000.0
2010-09-20,5115,5115,4978,5002,58678,22040.0,20220000.0
2010-09-24,5070,5070,4909,5002,117485,22040.0,20220000.0
2010-09-27,5001,5024,4955,5024,17078,22141.0,20220000.0
2010-09-28,4978,5001,4932,4979,61145,21939.0,20220000.0
2010-09-29,4978,5001,4932,4956,12680,21838.0,20220000.0
2010-09-30,5001,5047,4932,5002,134860,22040.0,20220000.0
2010-10-01,5001,5047,4978,5002,108266,22040.0,20220000.0
2010-10-04,5092,5092,5001,5002,170308,22040.0,20220000.0
2010-10-05,5047,5047,4978,5002,89726,22040.0,20220000.0
2010-10-06,5070,5185,5001,5185,86953,22849.0,20220000.0
2010-10-07,5115,5299,5115,5254,380989,23152.0,20220000.0
2010-10-08,5253,5299,5138,5277,575034,23253.0,20220000.0
2010-10-11,5322,5345,5276,5346,162506,23556.0,20220000.0
2010-10-12,5345,5414,5322,5369,238190,23657.0,20220000.0
2010-10-13,5299,5482,5299,5484,190486,24163.0,20220000.0
2010-10-14,5528,5528,5414,5460,37293,24062.0,20220000.0
2010-10-15,5414,5460,5414,5460,31383,24062.0,20220000.0
2010-10-18,5460,5460,5276,5392,85575,23758.0,20220000.0
2010-10-19,5253,5391,5253,5346,18024,23556.0,20220000.0
2010-10-20,5276,5482,5276,5346,9414,23556.0,20220000.0
2010-10-21,5460,5482,5299,5484,100022,24163.0,20220000.0
2010-10-22,5528,5551,5460,5507,552609,24264.0,20220000.0
2010-10-25,5666,5827,5551,5759,207885,25376.0,20220000.0
2010-10-26,5804,6332,5781,6011,312827,26488.0,20220000.0
2010-10-27,6171,6171,5965,6057,196770,26690.0,20220000.0
2010-10-28,6148,6171,6056,6126,167802,26994.0,20220000.0
2010-10-29,6102,6102,5872,5942,296676,26185.0,20220000.0
2010-11-01,6056,6079,5942,6011,453289,26488.0,20220000.0
2010-11-02,6056,6125,5895,5965,262884,26286.0,20220000.0
2010-11-03,6056,6056,5850,5920,256663,26084.0,20220000.0
2010-11-04,5918,5965,5827,5897,104660,25983.0,20220000.0
2010-11-05,6033,6056,5827,5988,87265,26387.0,20220000.0
2010-11-08,6033,6056,5872,5942,131620,26185.0,20220000.0
2010-11-09,5965,5965,5781,5874,117123,25882.0,20220000.0
2010-11-10,5918,5918,5643,5827,197072,25679.0,20220000.0
2010-11-11,5918,5918,5551,5759,28857,25376.0,20220000.0
2010-11-12,5781,5850,5598,5759,84364,25376.0,20220000.0
2010-11-15,5758,5781,5505,5644,43315,24871.0,20220000.0
2010-11-16,5598,5895,5460,5484,275186,24163.0,20220000.0
2010-11-17,5276,5620,5276,5507,35857,24264.0,20220000.0
2010-11-18,5735,5735,5391,5460,128935,24062.0,20220000.0
2010-11-19,5666,5666,5322,5414,64067,23860.0,20220000.0
2010-11-22,5505,5505,5253,5392,62223,23758.0,20220000.0
2010-11-23,5414,5460,5185,5254,291173,23152.0,20220000.0
2010-11-24,5138,5482,5070,5346,124674,23556.0,20220000.0
2010-11-25,5368,5643,5230,5414,107068,23860.0,20220000.0
2010-11-26,5482,5505,5253,5300,69144,23354.0,20220000.0
2010-11-29,5437,5437,5230,5323,90310,23455.0,20220000.0
2010-11-30,5391,5391,5253,5369,24742,23657.0,20220000.0
2010-12-01,5505,5505,5299,5369,19418,23657.0,20220000.0
2010-12-02,5414,5414,5299,5414,28570,23860.0,20220000.0
2010-12-03,5414,5437,5322,5437,77240,23961.0,20220000.0
2010-12-06,5482,5482,5185,5346,68360,23556.0,20220000.0
2010-12-07,5345,5414,5115,5414,62462,23860.0,20220000.0
2010-12-08,5391,5391,5208,5277,27523,23253.0,20220000.0
2010-12-09,5299,5299,5185,5277,25261,23253.0,20220000.0
2010-12-10,5368,5368,5253,5323,44145,23455.0,20220000.0
2010-12-13,5322,5735,5230,5346,58383,23556.0,20220000.0
2010-12-14,5414,5414,5208,5208,53935,22950.0,20220000.0
2010-12-15,5276,5276,5070,5140,98795,22646.0,20220000.0
2010-12-16,5070,5185,5001,5070,280263,22343.0,20220000.0
2010-12-17,5253,5253,5070,5162,94604,22748.0,20220000.0
2010-12-20,5047,5230,5047,5231,20189,23051.0,20220000.0
2010-12-21,5230,5230,4909,4979,360647,21939.0,20220000.0
2010-12-22,5001,5001,4588,4750,1457648,20928.0,20220000.0
2010-12-23,4817,4817,4725,4727,216744,20827.0,20220000.0
2010-12-24,4771,4794,4702,4750,152979,20928.0,20220000.0
2010-12-27,4702,4817,4702,4818,159673,21231.0,20220000.0
2010-12-28,4817,4886,4771,4818,107921,21231.0,20220000.0
2010-12-29,4886,4955,4840,4910,101672,21635.0,20220000.0
2010-12-30,4955,4978,4863,4956,125777,21838.0,20220000.0
2011-01-03,5001,5001,4771,4864,74443,21433.0,20220000.0
2011-01-04,4932,4932,4817,4910,58489,21635.0,20220000.0
2011-01-05,4909,5001,4863,5002,222454,22040.0,20220000.0
2011-01-06,5001,5092,4955,5093,190895,22444.0,20220000.0
2011-01-07,5115,5115,5024,5070,50809,22343.0,20220000.0
2011-01-10,5070,5070,4955,5024,27630,22141.0,20220000.0
2011-01-11,5024,5047,4817,4956,272496,21838.0,20220000.0
2011-01-12,5047,5047,4955,5002,25305,22040.0,20220000.0
2011-01-13,5001,5001,4909,5002,23525,22040.0,20220000.0
2011-01-14,5001,5001,4840,4979,70169,21939.0,20220000.0
2011-01-17,4978,4978,4817,4956,69227,21838.0,20220000.0
2011-01-18,5001,5001,4863,4956,35429,21838.0,20220000.0
2011-01-19,4955,4955,4863,4864,14534,21433.0,20220000.0
2011-01-20,4886,4886,4817,4841,53957,21332.0,20220000.0
2011-01-21,4909,4909,4748,4795,91088,21130.0,20220000.0
2011-01-24,4748,4817,4748,4772,73238,21029.0,20220000.0
2011-01-25,4840,4840,4725,4818,147366,21231.0,20220000.0
2011-01-26,4771,4817,4725,4772,37227,21029.0,20220000.0
2011-01-27,4771,4794,4680,4727,238721,20827.0,20220000.0
2011-01-28,4771,4771,4680,4680,70619,20624.0,20220000.0
2011-01-31,4840,4840,4657,4727,18233,20827.0,20220000.0
2011-02-01,4817,4817,4634,4750,163527,20928.0,20220000.0
2011-02-07,4748,4817,4680,4727,71505,20827.0,20220000.0
2011-02-08,4725,4725,4634,4703,109900,20726.0,20220000.0
2011-02-09,4680,4702,4588,4657,160277,20523.0,20220000.0
2011-02-10,4725,4725,4611,4634,56975,20422.0,20220000.0
2011-02-11,4634,4680,4588,4634,111529,20422.0,20220000.0
2011-02-14,4611,4725,4583,4612,81573,20321.0,20220000.0
2011-02-15,4634,4771,4588,4589,70805,20220.0,20220000.0
2011-02-16,4725,4725,4588,4612,70404,20321.0,20220000.0
2011-02-17,4748,4748,4588,4589,89438,20220.0,20220000.0
2011-02-18,4634,4634,4583,4612,121222,20321.0,20220000.0
2011-02-21,4611,4978,4588,4933,278769,21736.0,20220000.0
2011-02-22,4909,5115,4771,4887,269758,21534.0,20220000.0
2011-02-23,4955,4955,4771,4910,38991,21635.0,20220000.0
2011-02-24,5001,5001,4794,4910,79478,21635.0,20220000.0
2011-02-25,4909,4909,4817,4887,51165,21534.0,20220000.0
2011-02-28,4909,4909,4863,4910,50158,21635.0,20220000.0
2011-03-02,4886,4886,4817,4864,25515,21433.0,20220000.0
2011-03-03,4909,5253,4863,4864,92881,21433.0,20220000.0
2011-03-04,4817,4932,4817,4910,39691,21635.0,20220000.0
2011-03-07,4909,4909,4771,4864,66739,21433.0,20220000.0
2011-03-08,4909,4909,4725,4864,57922,21433.0,20220000.0
2011-03-09,4840,4840,4725,4750,89043,20928.0,20220000.0
2011-03-10,4817,4817,4748,4795,12208,21130.0,20220000.0
2011-03-11,4680,4817,4680,4818,34422,21231.0,20220000.0
2011-03-14,4840,4840,4680,4772,102351,21029.0,20220000.0
2011-03-15,4771,4794,4634,4634,85445,20422.0,20220000.0
2011-03-16,4771,4978,4680,4841,55826,21332.0,20220000.0
2011-03-17,4955,5001,4680,4864,256467,21433.0,20220000.0
2011-03-18,4955,4955,4817,4933,208820,21736.0,20220000.0
2011-03-21,5001,5047,4909,4956,168366,21838.0,20220000.0
2011-03-22,5047,5047,4863,4956,48536,21838.0,20220000.0
2011-03-23,4909,5024,4886,5002,110363,22040.0,20220000.0
2011-03-24,5024,5024,4932,4956,41251,21838.0,20220000.0
2011-03-25,5024,5047,4955,5047,95516,22242.0,20220000.0
2011-03-28,5047,5092,4978,5047,94686,22242.0,20220000.0
2011-03-29,5092,5115,5001,5024,64514,22141.0,20220000.0
2011-03-30,5092,5092,4886,5002,245808,22040.0,20220000.0
2011-03-31,5047,5047,4909,4979,80890,21939.0,20220000.0
2011-04-01,5024,5024,4909,4910,156292,21635.0,20220000.0
2011-04-04,4863,4932,4840,4864,84980,21433.0,20220000.0
2011-04-05,4863,4863,4748,4772,162398,21029.0,20220000.0
2011-04-06,4771,4909,4771,4818,92602,21231.0,20220000.0
2011-04-07,4840,5276,4840,4979,255376,21939.0,20220000.0
2011-04-08,5024,5115,4955,4979,178287,21939.0,20220000.0
2011-04-11,4978,5115,4978,5093,157949,22444.0,20220000.0
2011-04-12,5047,5185,5001,5140,237638,22646.0,20220000.0
2011-04-13,0,0,0,5140,0,22646.0,20220000.0
2011-04-14,0,0,0,5140,0,,
2011-04-15,0,0,0,5140,0,,
2011-04-18,0,0,0,5140,0,,
2011-04-19,0,0,0,5140,0,,
2011-04-20,0,0,0,5140,0,,
2011-04-21,0,0,0,5140,0,,
2011-04-22,0,0,0,5140,0,,
2011-04-25,0,0,0,5140,0,,
2011-04-26,0,0,0,5140,0,,
2011-04-27,0,0,0,5140,0,,
2011-04-28,0,0,0,5140,0,,
2011-04-29,0,0,0,5140,0,,
2011-05-02,0,0,0,5140,0,,
2011-05-03,0,0,0,5140,0,,
2011-05-04,0,0,0,5140,0,,
2011-05-06,0,0,0,5140,0,,
2011-05-09,0,0,0,5140,0,,
2011-05-11,0,0,0,5140,0,,
2011-05-12,0,0,0,5140,0,,
2011-05-13,0,0,0,5140,0,,
2011-05-16,0,0,0,5140,0,,
2011-05-17,0,0,0,5140,0,,
2011-05-18,0,0,0,5140,0,,
2011-05-19,0,0,0,5140,0,,
2011-05-20,0,0,0,5140,0,,
2011-05-23,0,0,0,5140,0,,
2011-05-24,4817,4909,4386,4400,642337,19391.0,20220000.0
2011-05-25,4450,4496,4344,4400,129295,19391.0,20220000.0
2011-05-26,4312,4414,4312,4400,94067,19391.0,20220000.0
2011-05-27,4358,4538,4340,4414,124556,19452.0,20220000.0
2011-05-30,4450,4542,4404,4470,135299,19694.0,20220000.0
2011-05-31,4519,4519,4450,4515,85770,19896.0,20220000.0
2011-06-01,4574,4574,4464,4510,95483,19876.0,20220000.0
2011-06-02,4473,4519,4404,4515,125605,19896.0,20220000.0
2011-06-03,4386,4487,4386,4488,35397,19775.0,20220000.0
2011-06-07,4487,4496,4358,4396,65321,19371.0,20220000.0
2011-06-08,4395,4464,4303,4451,107367,19613.0,20220000.0
2011-06-09,4510,4510,4418,4506,96719,19856.0,20220000.0
2011-06-10,4542,4588,4459,4570,88369,20139.0,20220000.0
2011-06-13,4564,4564,4496,4547,59110,20038.0,20220000.0
2011-06-14,4473,4611,4473,4589,207911,20220.0,20220000.0
2011-06-15,4578,4725,4473,4680,130169,20624.0,20220000.0
2011-06-16,4680,4909,4634,4887,402776,21534.0,20220000.0
2011-06-17,4886,4909,4680,4887,314467,21534.0,20220000.0
2011-06-20,4886,4886,4771,4841,272426,21332.0,20220000.0
2011-06-21,4840,4932,4840,4933,346772,21736.0,20220000.0
2011-06-22,4932,4955,4863,4956,512668,21838.0,20220000.0
2011-06-23,4955,4955,4886,4910,135147,21635.0,20220000.0
2011-06-24,4909,4932,4863,4933,271947,21736.0,20220000.0
2011-06-27,4817,4955,4817,4956,414210,21838.0,20220000.0
2011-06-28,4955,4955,4863,4910,118910,21635.0,20220000.0
2011-06-29,4909,4909,4771,4887,114858,21534.0,20220000.0
2011-06-30,4863,4886,4817,4887,173943,21534.0,20220000.0
2011-07-01,4817,4886,4817,4887,92598,21534.0,20220000.0
2011-07-04,4886,4886,4725,4864,84165,21433.0,20220000.0
2011-07-05,4886,4955,4863,4933,310861,21736.0,20220000.0
2011-07-06,4932,4955,4840,4864,234980,21433.0,20220000.0
2011-07-07,4932,4955,4863,4933,329749,21736.0,20220000.0
2011-07-08,4955,4955,4886,4933,236813,21736.0,20220000.0
2011-07-11,4955,5001,4863,4979,337269,21939.0,20220000.0
2011-07-12,4955,4978,4886,4956,148797,21838.0,20220000.0
2011-07-13,5001,5001,4909,4910,107926,21635.0,20220000.0
2011-07-14,4909,5001,4909,4956,251409,21838.0,20220000.0
2011-07-15,5024,5047,4978,5047,452484,22242.0,20220000.0
2011-07-18,5047,5115,5024,5117,332125,22545.0,20220000.0
2011-07-19,5138,5138,5047,5117,257802,22545.0,20220000.0
2011-07-20,5115,5115,5024,5024,251560,22141.0,20220000.0
2011-07-21,5001,5024,4955,5002,180207,22040.0,20220000.0
2011-07-22,5070,5070,5001,5047,348748,22242.0,20220000.0
2011-07-25,5070,5070,4932,5002,331477,22040.0,20220000.0
2011-07-26,5001,5047,4932,5024,280238,22141.0,20220000.0
2011-07-27,5001,5092,4978,5002,119426,22040.0,20220000.0
2011-07-28,5024,5024,4932,5002,91526,22040.0,20220000.0
2011-07-29,4978,5070,4978,5024,144821,22141.0,20220000.0
2011-08-01,4978,5115,4978,5070,104646,22343.0,20220000.0
2011-08-02,5047,5070,5001,5070,88578,22343.0,20220000.0
2011-08-03,5070,5070,4978,5002,78920,22040.0,20220000.0
2011-08-04,5001,5024,4955,5002,99057,22040.0,20220000.0
2011-08-05,4932,5598,4634,5208,819809,22950.0,20220000.0
2011-08-08,0,0,0,5208,0,22950.0,20220000.0
2011-08-09,0,0,0,5208,0,,
2011-08-10,0,0,0,5208,0,,
2011-08-11,0,0,0,5208,0,,
2011-08-12,0,0,0,5208,0,,
2011-08-16,0,0,0,5208,0,,
2011-08-17,0,0,0,5208,0,,
2011-08-18,0,0,0,5208,0,,
2011-08-19,0,0,0,5208,0,,
2011-08-22,0,0,0,5208,0,,
2011-08-23,0,0,0,5208,0,,
2011-08-24,0,0,0,5208,0,,
2011-08-25,0,0,0,5208,0,,
2011-08-26,5208,5446,4469,4916,518818,49538.0,7752414.0
2011-08-29,5100,5331,4854,4900,130182,49383.0,7752414.0
2011-08-30,4969,5031,4754,4862,63379,48995.0,7752414.0
2011-08-31,4923,4923,4700,4731,70624,47677.0,7752414.0
2011-09-01,4815,4815,4654,4693,55261,47290.0,7752414.0
2011-09-02,4731,4792,4538,4570,40722,46049.0,7752414.0
2011-09-05,4431,4546,4384,4423,47265,44576.0,7752414.0
2011-09-06,4384,4384,3892,3946,76836,39770.0,7752414.0
2011-09-07,3954,4208,3931,3962,50430,39925.0,7752414.0
2011-09-08,4146,4346,4015,4077,58318,41088.0,7752414.0
2011-09-09,4200,4661,4038,4400,88755,44344.0,7752414.0
2011-09-14,4384,4654,4192,4231,34381,42638.0,7752414.0
2011-09-15,4461,4461,4038,4093,26533,41243.0,7752414.0
2011-09-16,4346,4346,3954,4093,12945,41243.0,7752414.0
2011-09-19,4177,4192,4038,4093,9875,41243.0,7752414.0
2011-09-20,4077,4231,4046,4146,6611,41786.0,7752414.0
2011-09-21,4023,4469,4023,4408,21217,44421.0,7752414.0
2011-09-22,4308,4438,4154,4316,13120,43491.0,7752414.0
2011-09-23,4231,4384,4000,4177,32654,42096.0,7752414.0
2011-09-26,4177,4231,3846,3923,36998,39537.0,7752414.0
2011-09-27,3923,4092,3923,4046,12794,40778.0,7752414.0
2011-09-28,4569,4646,4077,4077,231353,41088.0,7752414.0
2011-09-29,4077,4177,3854,4131,27382,41630.0,7752414.0
2011-09-30,4069,4154,4008,4016,15804,40468.0,7752414.0
2011-10-04,3861,3977,3615,3762,30270,37909.0,7752414.0
2011-10-05,3961,3961,3738,3758,16152,37871.0,7752414.0
2011-10-06,3884,4223,3757,4146,28082,41786.0,7752414.0
2011-10-07,4146,4284,3923,3939,25422,39692.0,7752414.0
2011-10-10,3938,4154,3877,4000,19289,40313.0,7752414.0
2011-10-11,4208,4461,4100,4100,63986,41320.0,7752414.0
2011-10-12,4092,4208,4046,4108,10215,41398.0,7752414.0
2011-10-13,4123,4300,4100,4100,10442,41320.0,7752414.0
2011-10-14,4138,4138,3861,4093,13956,41243.0,7752414.0
2011-10-17,4138,4138,3961,4139,28979,41708.0,7752414.0
2011-10-18,3977,4131,3977,4016,17182,40468.0,7752414.0
2011-10-19,4454,4454,4092,4193,32347,42251.0,7752414.0
2011-10-20,4231,4246,4077,4085,28975,41165.0,7752414.0
2011-10-21,4038,4292,4038,4085,8912,41165.0,7752414.0
2011-10-24,4084,4223,3969,4070,20668,41010.0,7752414.0
2011-10-25,4208,4677,4084,4677,251405,47135.0,7752414.0
2011-10-26,4661,4754,4308,4431,165673,44654.0,7752414.0
2011-10-27,4438,4438,4231,4362,47429,43956.0,7752414.0
2011-10-28,4423,4423,4038,4308,26254,43414.0,7752414.0
2011-10-31,4346,4384,4308,4385,10496,44189.0,7752414.0
2011-11-01,4384,4492,4384,4493,14275,45274.0,7752414.0
2011-11-02,4461,4684,4315,4400,15422,44344.0,7752414.0
2011-11-03,4523,4523,4346,4423,31238,44576.0,7752414.0
2011-11-04,4423,4754,4346,4654,28529,46902.0,7752414.0
2011-11-07,4692,5077,4615,4800,87580,48375.0,7752414.0
2011-11-08,4846,4923,4708,4762,15897,47987.0,7752414.0
2011-11-09,4769,4915,4731,4808,23324,48453.0,7752414.0
2011-11-10,4677,4723,4615,4623,11980,46592.0,7752414.0
2011-11-11,4615,4800,4561,4716,5493,47522.0,7752414.0
2011-11-14,4877,4877,4715,4747,8942,47832.0,7752414.0
2011-11-15,4746,4808,4623,4670,33122,47057.0,7752414.0
2011-11-16,4731,4831,4508,4570,7870,46049.0,7752414.0
2011-11-17,4569,4615,4238,4400,13949,44344.0,7752414.0
2011-11-18,4400,4592,4308,4493,8520,45274.0,7752414.0
2011-11-21,4661,4661,4384,4485,2195,45197.0,7752414.0
2011-11-22,4461,4769,4308,4346,34591,43801.0,7752414.0
2011-11-23,4346,4346,4231,4270,9891,43026.0,7752414.0
2011-11-24,4277,4300,4238,4277,4257,43103.0,7752414.0
2011-11-25,4192,4500,4192,4277,11850,43103.0,7752414.0
2011-11-28,4246,4654,4246,4485,10370,45197.0,7752414.0
2011-11-29,4531,4608,4408,4477,17125,45119.0,7752414.0
2011-11-30,4477,4477,4231,4277,8801,43103.0,7752414.0
2011-12-01,4461,4461,4361,4423,55708,44576.0,7752414.0
2011-12-02,4454,4454,4369,4416,3460,44499.0,7752414.0
2011-12-05,4492,4492,4331,4416,5526,44499.0,7752414.0
2011-12-06,4477,4477,4308,4416,4099,44499.0,7752414.0
2011-12-07,4346,4469,4231,4454,15338,44886.0,7752414.0
2011-12-08,4469,4469,4369,4408,1034,44421.0,7752414.0
2011-12-09,4384,4384,4254,4285,5405,43181.0,7752414.0
2011-12-12,4231,4461,4084,4285,4081,43181.0,7752414.0
2011-12-13,4284,4415,4154,4416,5371,44499.0,7752414.0
2011-12-14,4346,4400,4215,4277,7744,43103.0,7752414.0
2011-12-15,4277,4369,4154,4231,3209,42638.0,7752414.0
2011-12-16,4361,4361,4154,4216,3179,42483.0,7752414.0
2011-12-19,4100,4208,4038,4131,14622,41630.0,7752414.0
2011-12-20,4138,4323,4061,4077,5067,41088.0,7752414.0
2011-12-21,4100,4284,4100,4177,2451,42096.0,7752414.0
2011-12-22,4146,4177,4077,4123,3818,41553.0,7752414.0
2011-12-23,4084,4192,4084,4139,3713,41708.0,7752414.0
2011-12-26,4023,4208,4023,4039,27857,40700.0,7752414.0
2011-12-27,4108,4108,3938,4062,37751,40933.0,7752414.0
2011-12-28,4061,4538,4015,4323,103412,43569.0,7752414.0
2011-12-29,4384,4384,4046,4054,34442,42421.0,8049556.0
2012-01-02,4192,4192,4023,4077,13636,42663.0,8049556.0
2012-01-03,4115,4154,4038,4085,18434,42743.0,8049556.0
2012-01-04,4108,4131,4038,4077,12745,42663.0,8049556.0
2012-01-05,4077,4192,4061,4100,17690,42904.0,8049556.0
2012-01-06,4100,4138,4038,4046,5869,42341.0,8049556.0
2012-01-09,4046,4092,4038,4093,5375,42824.0,8049556.0
2012-01-10,4154,4154,4038,4054,7705,42421.0,8049556.0
2012-01-11,4138,4138,4015,4062,8945,42502.0,8049556.0
2012-01-12,4061,4115,4038,4046,13897,42341.0,8049556.0
2012-01-13,4046,4077,4031,4039,34251,42260.0,8049556.0
2012-01-16,4077,4077,4000,4008,14039,41938.0,8049556.0
2012-01-17,4108,4108,4015,4070,7329,42582.0,8049556.0
2012-01-18,4069,4108,4069,4100,6881,42904.0,8049556.0
2012-01-19,4115,4238,4077,4231,25036,44273.0,8049556.0
2012-01-20,4223,4384,4192,4385,30733,45882.0,8049556.0
2012-01-25,4423,4600,4215,4385,13763,45882.0,8049556.0
2012-01-26,4292,4538,4269,4523,13504,47331.0,8049556.0
2012-01-27,4531,4723,4461,4554,41281,47653.0,8049556.0
2012-01-30,4615,4638,4500,4539,13735,47492.0,8049556.0
2012-01-31,4746,4746,4461,4462,9213,46687.0,8049556.0
2012-02-01,4484,4569,4392,4508,9672,47170.0,8049556.0
2012-02-02,4461,4600,4461,4539,12805,47492.0,8049556.0
2012-02-03,4538,4538,4461,4539,4606,47492.0,8049556.0
2012-02-06,4538,4538,4400,4400,3054,46043.0,8049556.0
2012-02-07,4608,4608,4369,4454,11251,46607.0,8049556.0
2012-02-08,4454,4523,4377,4462,10399,46687.0,8049556.0
2012-02-09,4492,4492,4277,4385,4614,45882.0,8049556.0
2012-02-10,4423,4692,4384,4577,68322,47895.0,8049556.0
2012-02-13,4538,4577,4384,4470,16717,46768.0,8049556.0
2012-02-14,4477,4692,4408,4616,10636,48297.0,8049556.0
2012-02-15,4677,4692,4538,4616,15408,48297.0,8049556.0
2012-02-16,4731,4731,4469,4470,19744,46768.0,8049556.0
2012-02-17,4531,4692,4469,4616,8193,48297.0,8049556.0
2012-02-20,4615,4677,4561,4562,5300,47734.0,8049556.0
2012-02-21,4469,4615,4469,4616,7145,48297.0,8049556.0
2012-02-22,4515,4731,4515,4693,22338,49102.0,8049556.0
2012-02-23,4692,4808,4654,4762,27209,49827.0,8049556.0
2012-02-24,4808,4846,4692,4839,10191,50632.0,8049556.0
2012-02-27,4838,4969,4731,4893,16272,51195.0,8049556.0
2012-02-28,4985,5231,4654,4654,81062,48700.0,8049556.0
2012-02-29,4738,4846,4561,4616,39620,48297.0,8049556.0
2012-03-02,4769,4769,4546,4693,6915,49102.0,8049556.0
2012-03-05,4769,4769,4600,4608,3449,48217.0,8049556.0
2012-03-06,4692,4692,4461,4616,12166,48297.0,8049556.0
2012-03-07,4615,4615,4438,4439,14636,46446.0,8049556.0
2012-03-08,4538,4608,4477,4539,4777,47492.0,8049556.0
2012-03-09,4538,4538,4369,4454,14232,46607.0,8049556.0
2012-03-12,4454,4500,4454,4493,3719,47009.0,8049556.0
2012-03-13,4531,4584,4461,4570,9143,47814.0,8049556.0
2012-03-14,4600,4615,4554,4616,28200,48297.0,8049556.0
2012-03-15,4654,4669,4569,4616,3971,48297.0,8049556.0
2012-03-16,4569,4584,4469,4493,6133,47009.0,8049556.0
2012-03-19,4484,4500,4392,4500,3853,47090.0,8049556.0
2012-03-20,4500,4561,4461,4547,19072,47573.0,8049556.0
2012-03-21,4446,4546,4423,4493,2571,47009.0,8049556.0
2012-03-22,4569,4569,4438,4462,23067,46687.0,8049556.0
2012-03-23,4423,4538,4400,4477,5231,46848.0,8049556.0
2012-03-26,4431,4500,4431,4500,2043,47090.0,8049556.0
2012-03-27,4500,4500,4392,4400,4961,46043.0,8049556.0
2012-03-28,4400,4469,4331,4393,5780,45963.0,8049556.0
2012-03-29,4300,4392,4300,4308,3315,45078.0,8049556.0
