도이치모터스(067990),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-01-17,17209,17315,16044,16491,594870,16932.0,5435713.0
2005-01-18,16511,18444,15669,17782,848816,18264.0,5435713.0
2005-01-19,18050,18237,17209,17306,337802,17775.0,5435713.0
2005-01-20,17081,17478,15730,16199,485794,16633.0,5435713.0
2005-01-21,16193,18127,16193,18128,779062,18617.0,5435713.0
2005-01-24,20309,20309,20309,20301,162910,20846.0,5435713.0
2005-01-25,20879,22732,19666,21591,2631306,22178.0,5435713.0
2005-01-26,22602,22602,19027,20111,862512,20656.0,5435713.0
2005-01-27,20540,22530,20491,22522,1195804,23129.0,5435713.0
2005-01-28,22767,23674,21716,22128,663415,22721.0,5435713.0
2005-01-31,22241,22929,20283,22549,591102,23156.0,5435713.0
2005-02-01,22762,24720,21703,22231,677982,22830.0,5435713.0
2005-02-02,23294,23828,22080,22760,461696,23374.0,5435713.0
2005-02-03,23084,23084,22129,22760,247397,23374.0,5435713.0
2005-02-04,22282,24353,22282,22842,456172,23455.0,5435713.0
2005-02-07,22920,23664,22766,23656,270944,24298.0,5435713.0
2005-02-11,23791,26469,23346,26462,783026,27179.0,5435713.0
2005-02-14,26044,27743,25413,26734,703629,27450.0,5435713.0
2005-02-15,27261,27528,26258,27100,289180,27831.0,5435713.0
2005-02-16,27001,27526,24881,26944,439151,27668.0,5435713.0
2005-02-17,27103,27313,25938,25986,262596,26689.0,5435713.0
2005-02-18,25667,26727,25142,26462,362878,27179.0,5435713.0
2005-02-21,26261,27006,25946,25938,250326,26635.0,5435713.0
2005-02-22,26040,26937,22836,22862,770322,23482.0,5435713.0
2005-02-23,22342,22342,20490,21252,608111,21824.0,5435713.0
2005-02-24,21438,22230,21438,21591,340785,22178.0,5435713.0
2005-02-25,21600,22499,21204,21884,418170,22477.0,5435713.0
2005-02-28,22100,23556,21865,23501,326332,24135.0,5435713.0
2005-03-02,24087,24880,23505,24404,371368,25059.0,5435713.0
2005-03-03,25408,25408,24455,25192,391179,25874.0,5435713.0
2005-03-04,24874,25619,24479,25402,298468,26091.0,5435713.0
2005-03-07,25619,26735,25409,25538,656548,26227.0,5435713.0
2005-03-08,26040,26177,22545,24132,419767,24787.0,5435713.0
2005-03-09,23528,23762,22654,22970,175147,23591.0,5435713.0
2005-03-10,22768,23772,22242,22760,259360,23374.0,5435713.0
2005-03-11,22502,22768,20648,22760,429277,23374.0,5435713.0
2005-03-14,22662,23989,22452,23609,264334,24243.0,5435713.0
2005-03-15,23768,23768,22102,22176,179613,22776.0,5435713.0
2005-03-16,21705,21915,20645,21755,79005,22341.0,5435713.0
2005-03-17,21528,21714,20654,20648,79643,21199.0,5435713.0
2005-03-18,20120,21714,19433,20648,106006,21199.0,5435713.0
2005-03-21,20223,21332,19423,20111,109471,20656.0,5435713.0
2005-03-22,19695,20277,19477,19744,55272,20275.0,5435713.0
2005-03-23,19161,19954,18895,19744,94928,20275.0,5435713.0
2005-03-24,20656,20656,19596,19588,37903,20112.0,5435713.0
2005-03-25,19319,20089,19166,20057,26106,20601.0,5435713.0
2005-03-28,19588,21335,19588,21327,65214,21906.0,5435713.0
2005-03-29,21343,21343,20307,21069,43264,21634.0,5435713.0
2005-03-30,20702,21171,20645,20906,26280,21471.0,5435713.0
2005-03-31,21175,22736,20908,22495,72484,23102.0,5435713.0
2005-04-01,21968,23554,21968,22577,127203,23183.0,5435713.0
2005-04-04,22582,22930,22242,22760,23274,23374.0,5435713.0
2005-04-06,23393,23393,22228,22231,32049,22830.0,5435713.0
2005-04-07,21967,22234,20697,21864,19978,22449.0,5435713.0
2005-04-08,22605,22605,21172,21619,24944,22205.0,5435713.0
2005-04-11,21783,22228,20910,22231,15423,22830.0,5435713.0
2005-04-12,22227,22227,21596,22203,31228,22803.0,5435713.0
2005-04-13,21700,22210,21700,21864,12290,22449.0,5435713.0
2005-04-14,21870,21999,21182,21700,14547,22286.0,5435713.0
2005-04-15,21017,21705,20435,20906,31237,21471.0,5435713.0
2005-04-18,19852,20911,19641,20111,14180,20656.0,5435713.0
2005-04-19,19643,20331,19587,20139,23002,20683.0,5435713.0
2005-04-20,20146,20599,19749,20010,10310,20547.0,5435713.0
2005-04-21,19773,20599,18641,20220,11463,20764.0,5435713.0
2005-04-22,20645,20645,19666,20485,15431,21036.0,5435713.0
2005-04-25,20648,20648,19879,20430,4654,20982.0,5435713.0
2005-04-26,20750,20750,20111,20111,11576,20656.0,5435713.0
2005-04-27,21124,21124,19377,20010,12311,20547.0,5435713.0
2005-04-28,19224,20122,19224,19588,6494,20112.0,5435713.0
2005-04-29,20063,20063,18526,19765,11293,20302.0,5435713.0
2005-05-02,20114,20114,19136,19663,2631,20194.0,5435713.0
2005-05-03,19661,19661,19103,19663,65704,20194.0,5435713.0
2005-05-04,19863,19863,19095,19588,12196,20112.0,5435713.0
2005-05-06,19540,19596,18536,19588,60235,20112.0,5435713.0
2005-05-09,19587,19587,18794,19425,18369,19949.0,5435713.0
2005-05-10,19056,20277,19056,19323,27200,19840.0,5435713.0
2005-05-11,18791,19528,18258,19052,42121,19569.0,5435713.0
2005-05-12,18616,19223,18058,18529,44112,19025.0,5435713.0
2005-05-13,19328,19328,18001,18529,24876,19025.0,5435713.0
2005-05-16,18526,18526,18154,18365,179295,18862.0,5435713.0
2005-05-17,18047,18419,17044,17782,55485,18264.0,5435713.0
2005-05-18,17572,18106,16779,17728,116248,18210.0,5435713.0
2005-05-19,17368,18476,17368,18420,32073,18916.0,5435713.0
2005-05-20,18058,18268,17734,18155,13186,18644.0,5435713.0
2005-05-23,18001,18001,17629,17680,16203,18155.0,5435713.0
2005-05-24,17338,17840,17313,17680,33328,18155.0,5435713.0
2005-05-25,17687,17979,17315,17469,24024,17938.0,5435713.0
2005-05-26,17469,17469,16936,17204,23323,17666.0,5435713.0
2005-05-27,15959,16939,15959,16939,56709,17394.0,5435713.0
2005-05-30,16488,16933,16464,16668,43021,17122.0,5435713.0
2005-05-31,16466,16944,15989,16620,46721,17068.0,5435713.0
2005-06-01,16146,16623,15878,16301,54728,16742.0,5435713.0
2005-06-02,15962,16173,15776,15954,62862,16389.0,5435713.0
2005-06-03,15989,15989,15244,15934,67210,16361.0,5435713.0
2005-06-07,15694,16017,15516,15880,36216,16307.0,5435713.0
2005-06-08,15885,18262,15723,18264,301946,18753.0,5435713.0
2005-06-09,18418,19559,17998,18128,197631,18617.0,5435713.0
2005-06-10,18133,18473,17527,18053,85108,18536.0,5435713.0
2005-06-13,17894,18363,17627,17782,38443,18264.0,5435713.0
2005-06-14,17637,17824,16416,17048,74424,17503.0,5435713.0
2005-06-15,16727,17309,16727,17068,23673,17530.0,5435713.0
2005-06-16,17208,17266,16683,17048,15775,17503.0,5435713.0
2005-06-17,17045,18209,17045,18209,41568,18699.0,5435713.0
2005-06-20,17755,18394,17358,17836,13056,18318.0,5435713.0
2005-06-21,17477,18213,17210,17469,18373,17938.0,5435713.0
2005-06-22,17267,17898,17234,17469,10261,17938.0,5435713.0
2005-06-23,17161,17663,17081,17469,23591,17938.0,5435713.0
2005-06-24,17476,18374,17476,18155,31249,18644.0,5435713.0
2005-06-27,18794,19482,17629,19425,94630,19949.0,5435713.0
2005-06-28,19423,19423,18290,18284,33864,18780.0,5435713.0
2005-06-29,18292,18632,17524,18365,52029,18862.0,5435713.0
2005-06-30,18371,19301,17740,17999,73596,18481.0,5435713.0
2005-07-01,17743,18140,17606,17761,35890,18237.0,5435713.0
2005-07-04,17752,19766,17752,18393,17070,18889.0,5435713.0
2005-07-05,18139,18511,18010,18318,33189,18808.0,5435713.0
2005-07-06,18530,18789,18206,18685,27054,19188.0,5435713.0
2005-07-07,18697,18908,17953,18318,70430,18808.0,5435713.0
2005-07-08,18313,18686,15878,17571,30745,18047.0,5435713.0
2005-07-11,17677,17677,16731,16749,89583,17204.0,5435713.0
2005-07-12,17097,17364,16701,17204,43622,17666.0,5435713.0
2005-07-13,17341,17341,15886,16226,112856,16660.0,5435713.0
2005-07-14,15996,16497,15785,15988,93046,16416.0,5435713.0
2005-07-15,16010,16383,15906,16036,50214,16470.0,5435713.0
2005-07-18,16593,16593,15825,16036,53208,16470.0,5435713.0
2005-07-19,15876,16304,15851,15934,33018,16361.0,5435713.0
2005-07-20,16086,16086,14816,15085,96860,15492.0,5435713.0
2005-07-21,14830,15065,13665,13659,254678,14024.0,5435713.0
2005-07-22,13750,13822,11758,12124,437471,12448.0,5435713.0
2005-07-25,12398,12713,12130,12124,251933,12448.0,5435713.0
2005-07-26,12120,12120,11010,11377,500132,11687.0,5435713.0
2005-07-27,11755,13025,11439,12782,486664,13127.0,5435713.0
2005-07-28,13132,13367,12444,13020,545191,13372.0,5435713.0
2005-07-29,13134,13458,12794,13183,216209,13535.0,5435713.0
2005-08-01,13237,13657,12889,13285,135002,13644.0,5435713.0
2005-08-02,13556,13556,13022,13129,101327,13481.0,5435713.0
2005-08-03,13213,13666,13213,13237,94572,13589.0,5435713.0
2005-08-04,13131,13503,12176,12225,158473,12556.0,5435713.0
2005-08-05,11861,12176,11544,11804,94978,12122.0,5435713.0
2005-08-08,11862,13132,11862,12810,208936,13154.0,5435713.0
2005-08-09,13135,13717,12981,13394,259119,13752.0,5435713.0
2005-08-10,13630,13630,12700,12911,161470,13263.0,5435713.0
2005-08-11,13443,13491,12804,13469,116892,13834.0,5435713.0
2005-08-12,13233,13233,12173,12837,263276,13182.0,5435713.0
2005-08-16,13245,13504,12606,13237,130602,13589.0,5435713.0
2005-08-17,13229,13262,12597,12857,78507,13209.0,5435713.0
2005-08-18,12732,13152,12408,12701,92482,13046.0,5435713.0
2005-08-19,12361,12653,12095,12647,91882,12991.0,5435713.0
2005-08-22,12862,12862,12409,12491,35818,12828.0,5435713.0
2005-08-23,12316,12663,12316,12470,34646,12801.0,5435713.0
2005-08-24,12739,12739,12342,12334,21876,12665.0,5435713.0
2005-08-25,12338,12921,12208,12389,102531,12720.0,5435713.0
2005-08-26,12444,12596,12176,12225,55842,12556.0,5435713.0
2005-08-29,11968,12178,11256,11248,72227,11551.0,5435713.0
2005-08-30,11252,11754,11114,11221,43825,11524.0,5435713.0
2005-08-31,10965,11572,10965,11329,40158,11632.0,5435713.0
2005-09-01,11277,12126,11196,11512,45352,11823.0,5435713.0
2005-09-02,11487,11851,11487,11642,76985,11959.0,5435713.0
2005-09-05,12173,12173,11729,12070,28569,12393.0,5435713.0
2005-09-06,11667,12282,11667,12090,54196,12421.0,5435713.0
2005-09-07,12280,13445,12280,13075,103286,13426.0,5435713.0
2005-09-08,13480,13586,12841,13448,116481,13807.0,5435713.0
2005-09-09,13235,14561,13178,14053,151106,14432.0,5435713.0
2005-09-12,13841,14504,13841,14181,83524,14568.0,5435713.0
2005-09-13,13844,14499,13844,14127,37146,14513.0,5435713.0
2005-09-14,13862,14234,13862,14236,19938,14622.0,5435713.0
2005-09-15,14299,14566,14193,14453,44167,14839.0,5435713.0
2005-09-16,15253,15253,14356,14453,65469,14839.0,5435713.0
2005-09-20,14084,14586,13971,14263,37673,14649.0,5435713.0
2005-09-21,13796,14354,13691,14080,58762,14459.0,5435713.0
2005-09-22,14191,14693,13820,13999,34690,14377.0,5435713.0
2005-09-23,14057,14421,12965,13604,80976,13970.0,5435713.0
2005-09-26,13507,13823,13135,13394,89667,13752.0,5435713.0
2005-09-27,13394,13628,13312,13604,53274,13970.0,5435713.0
2005-09-28,13604,13814,12229,13814,79549,14187.0,5435713.0
2005-09-29,13971,13971,13420,13761,44617,14133.0,5435713.0
2005-09-30,13501,13898,13154,13761,109598,14133.0,5435713.0
2005-10-04,14031,14824,13845,14290,41057,14676.0,5435713.0
2005-10-05,14298,14937,14298,14718,130226,15111.0,5435713.0
2005-10-06,15042,15042,14298,14718,103028,15111.0,5435713.0
2005-10-07,14377,14854,14377,14556,45216,14948.0,5435713.0
2005-10-10,14562,14821,14530,14556,62750,14948.0,5435713.0
2005-10-11,14819,14819,14528,14820,74096,15220.0,5435713.0
2005-10-12,14987,14987,14566,14793,51805,15193.0,5435713.0
2005-10-13,15033,15033,14290,14630,26349,15030.0,5435713.0
2005-10-14,14745,14745,14293,14399,92816,14785.0,5435713.0
2005-10-17,14609,15191,14504,14820,69186,15220.0,5435713.0
2005-10-18,15088,15088,14611,14684,90592,15084.0,5435713.0
2005-10-19,14664,14931,13895,13896,66836,14269.0,5435713.0
2005-10-20,13895,14162,13547,13604,47624,13970.0,5435713.0
2005-10-21,12967,13630,12441,13550,95570,13915.0,5435713.0
2005-10-24,13376,13587,13134,13183,52082,13535.0,5435713.0
2005-10-25,13344,14241,13157,13149,64581,13508.0,5435713.0
2005-10-26,13399,13399,12760,13020,51061,13372.0,5435713.0
2005-10-27,12981,12981,11864,11913,287134,12230.0,5435713.0
2005-10-28,11590,11987,11461,11988,100695,12312.0,5435713.0
2005-10-31,12230,12497,12020,12070,81684,12393.0,5435713.0
2005-11-01,12064,12388,12064,12301,85918,12638.0,5435713.0
2005-11-02,12198,12708,12198,12280,322583,12611.0,5435713.0
2005-11-03,12501,12501,12152,12178,109495,12502.0,5435713.0
2005-11-04,12173,12279,11988,12070,101206,12393.0,5435713.0
2005-11-07,11968,12073,11757,11832,62265,12149.0,5435713.0
2005-11-08,11859,12312,11835,12280,120153,12611.0,5435713.0
2005-11-09,12309,12600,12172,12545,177102,12883.0,5435713.0
2005-11-10,12436,12865,12306,12857,146778,13209.0,5435713.0
2005-11-11,12868,13127,12391,12627,122753,12964.0,5435713.0
2005-11-14,12464,12649,12229,12627,138880,12964.0,5435713.0
2005-11-15,12758,13550,12701,13204,137895,13562.0,5435713.0
2005-11-16,13024,13235,12862,13075,92719,13426.0,5435713.0
2005-11-17,12946,13392,12946,12938,64002,13290.0,5435713.0
2005-11-18,12979,13004,12372,12681,157087,13019.0,5435713.0
2005-11-21,12604,12604,12361,12572,142971,12910.0,5435713.0
2005-11-22,12706,13159,12625,12627,260773,12964.0,5435713.0
2005-11-23,12544,12835,12487,12756,123768,13100.0,5435713.0
2005-11-24,12757,13736,12757,13550,232464,13915.0,5435713.0
2005-11-25,13522,13709,13288,13604,103575,13970.0,5435713.0
2005-11-28,13863,14477,13604,14026,145523,14405.0,5435713.0
2005-11-29,14064,16047,13959,14453,255339,14839.0,5435713.0
2005-11-30,14714,15855,14689,15112,180853,15519.0,5435713.0
2005-12-01,15624,16578,15599,15988,167279,16416.0,5435713.0
2005-12-02,15880,16309,15460,15615,186617,16035.0,5435713.0
2005-12-05,15883,16780,15615,16457,221568,16905.0,5435713.0
2005-12-06,16566,16623,15822,16301,104237,16742.0,5435713.0
2005-12-07,16569,16569,14926,15058,159292,15465.0,5435713.0
2005-12-08,15056,15089,14320,14474,148621,14867.0,5435713.0
2005-12-09,14375,15669,14375,15112,138249,15519.0,5435713.0
2005-12-12,15401,17359,15401,17361,296345,17829.0,5435713.0
2005-12-13,17941,19955,17625,19955,829323,20493.0,5435713.0
2005-12-14,20907,22735,20113,22040,651892,22640.0,5435713.0
2005-12-15,21915,22739,20774,22733,262753,23346.0,5435713.0
2005-12-16,20648,25365,20648,22760,241412,23374.0,5435713.0
2005-12-19,22661,24886,22661,23820,339645,24461.0,5435713.0
2005-12-20,22928,24092,22555,23188,206527,23808.0,5435713.0
2005-12-21,22231,23769,21439,21966,290792,22558.0,5435713.0
2005-12-22,22054,24254,21972,23188,292253,23808.0,5435713.0
2005-12-23,23286,26278,23286,25593,663500,26282.0,5435713.0
2005-12-26,26443,26443,24349,24559,164356,25222.0,5435713.0
2005-12-27,24371,24371,21750,22916,256815,23537.0,5435713.0
2005-12-28,22541,25137,22541,24370,169969,25031.0,5435713.0
2005-12-29,24620,24879,23876,23949,134446,24597.0,5435713.0
2006-01-02,24351,24715,23550,24078,172451,24732.0,5435713.0
2006-01-03,24352,27685,24352,27677,830452,28429.0,5435713.0
2006-01-04,28643,31814,27794,31814,1011995,32669.0,5435713.0
2006-01-05,33080,35411,31811,32078,858603,32940.0,5435713.0
2006-01-06,33030,33240,31233,32391,385144,33267.0,5435713.0
2006-01-09,31757,34880,29638,32657,868806,33538.0,5435713.0
2006-01-10,32756,33452,31963,33397,266695,34299.0,5435713.0
2006-01-11,34350,34674,30541,32290,654293,33158.0,5435713.0
2006-01-12,31129,32293,29696,30700,252110,31527.0,5435713.0
2006-01-13,29645,30437,29111,29905,236527,30712.0,5435713.0
2006-01-16,29702,30915,29702,30544,156440,31364.0,5435713.0
2006-01-17,31650,31650,29216,30170,159980,30984.0,5435713.0
2006-01-18,29169,30067,26095,27786,306323,28537.0,5435713.0
2006-01-19,28583,28583,26836,27420,225271,28157.0,5435713.0
2006-01-20,27043,28054,24349,25402,165938,26091.0,5435713.0
2006-01-23,24504,24504,21599,21591,132330,22178.0,5435713.0
2006-01-24,19637,21861,18367,21864,518422,22449.0,5435713.0
2006-01-25,21595,23448,21595,23134,371472,23754.0,5435713.0
2006-01-26,23026,23713,22233,23100,95721,23727.0,5435713.0
2006-01-27,23794,24036,23025,23656,154886,24298.0,5435713.0
2006-01-31,23878,24929,23554,24614,131003,25276.0,5435713.0
2006-02-01,24619,24619,21334,23820,172269,24461.0,5435713.0
2006-02-02,24352,24352,22500,23446,162963,24080.0,5435713.0
2006-02-03,22453,23294,21442,21490,120263,22069.0,5435713.0
2006-02-06,20376,21485,20214,21090,61748,21661.0,5435713.0
2006-02-07,20965,21385,20382,20981,59096,21553.0,5435713.0
2006-02-08,21554,21554,20704,20858,170217,21417.0,5435713.0
2006-02-09,21142,21409,19873,19874,93033,20411.0,5435713.0
2006-02-10,20489,20489,19057,19955,89343,20493.0,5435713.0
2006-02-13,20647,22500,20380,20770,270323,21335.0,5435713.0
2006-02-14,20760,22508,20227,22128,132656,22721.0,5435713.0
2006-02-15,22762,22762,20643,21436,79049,22015.0,5435713.0
2006-02-16,20751,21625,20751,21198,79414,21770.0,5435713.0
2006-02-17,22022,22022,20542,21035,81678,21607.0,5435713.0
2006-02-20,20641,21061,20431,20933,83341,21498.0,5435713.0
2006-02-21,20938,21594,20542,21537,37525,22123.0,5435713.0
2006-02-22,21578,22104,21546,21700,59148,22286.0,5435713.0
2006-02-23,21781,22178,21489,21864,58210,22449.0,5435713.0
2006-02-24,21891,21891,21065,21171,74156,21743.0,5435713.0
2006-02-27,20534,21011,19878,20770,165261,21335.0,5435713.0
2006-02-28,20564,21123,20564,20906,60487,21471.0,5435713.0
2006-03-02,20701,22441,20701,22176,137301,22776.0,5435713.0
2006-03-03,22230,23241,21308,21674,85507,22259.0,5435713.0
2006-03-06,21627,22768,21442,22760,89250,23374.0,5435713.0
2006-03-07,21992,24346,21992,23555,237285,24189.0,5435713.0
2006-03-08,24087,24136,22308,23765,81773,24406.0,5435713.0
2006-03-09,23769,24294,22757,22808,59196,23428.0,5435713.0
2006-03-10,22496,22762,21994,22231,67549,22830.0,5435713.0
2006-03-13,21863,22761,21863,22285,58616,22884.0,5435713.0
2006-03-14,22495,22495,21726,21728,20302,22314.0,5435713.0
2006-03-15,21543,21866,20726,21171,53462,21743.0,5435713.0
2006-03-16,21648,21648,20329,20321,60097,20873.0,5435713.0
2006-03-17,20380,20404,19692,19846,26956,20384.0,5435713.0
2006-03-20,19212,21017,19212,20111,65123,20656.0,5435713.0
2006-03-21,20189,20618,20189,20376,34405,20927.0,5435713.0
2006-03-22,20329,20644,20062,20111,19324,20656.0,5435713.0
2006-03-23,20937,22499,20702,20696,99000,21254.0,5435713.0
2006-03-24,20360,20829,19057,20037,41632,20574.0,5435713.0
2006-03-27,19849,21045,19849,20593,43456,21145.0,5435713.0
2006-03-28,20117,21120,19324,19955,47294,20493.0,5435713.0
2006-03-29,19484,19590,19241,19323,48757,19840.0,5435713.0
2006-03-30,19353,20041,18956,20010,29787,20547.0,5435713.0
2006-03-31,19853,20620,19317,19901,28561,20438.0,5435713.0
2006-04-03,19634,20830,19634,20321,36417,20873.0,5435713.0
2006-04-04,20552,20552,19750,20091,57731,20629.0,5435713.0
2006-04-05,20142,20886,19932,20750,85504,21308.0,5435713.0
2006-04-06,21417,21417,20227,20430,111190,20982.0,5435713.0
2006-04-07,20167,21017,19900,20111,79941,20656.0,5435713.0
2006-04-10,19692,20542,19692,20057,65211,20601.0,5435713.0
2006-04-11,19850,22236,19850,21728,162069,22314.0,5435713.0
2006-04-12,21702,21726,20933,21728,44648,22314.0,5435713.0
2006-04-13,21708,21732,21231,21700,44247,22286.0,5435713.0
2006-04-14,21699,22419,21489,21782,52330,22368.0,5435713.0
2006-04-17,21758,23659,21305,23263,133575,23890.0,5435713.0
2006-04-18,23263,23263,22550,23263,57782,23890.0,5435713.0
2006-04-19,23987,23987,21714,21918,89823,22504.0,5435713.0
2006-04-20,21543,23290,21543,22733,75838,23346.0,5435713.0
2006-04-21,22973,23078,22075,22706,36776,23319.0,5435713.0
2006-04-24,23034,23034,21836,22468,19254,23075.0,5435713.0
2006-04-25,22025,22575,21807,22577,31833,23183.0,5435713.0
2006-04-26,22606,23294,22242,22760,39985,23374.0,5435713.0
2006-04-27,23046,24082,22707,22862,168535,23482.0,5435713.0
2006-04-28,22872,23407,21708,22339,64203,22939.0,5435713.0
2006-05-02,21705,22498,20806,21171,90194,21743.0,5435713.0
2006-05-03,20855,21389,20645,20906,121616,21471.0,5435713.0
2006-05-04,20540,20806,19641,20111,86710,20656.0,5435713.0
2006-05-08,20647,20647,18795,19160,57975,19677.0,5435713.0
2006-05-09,19134,19134,17734,17728,103271,18210.0,5435713.0
2006-05-10,17848,18535,16892,18529,52251,19025.0,5435713.0
2006-05-11,18527,18527,18001,18155,44379,18644.0,5435713.0
2006-05-12,17790,18478,17629,18155,39467,18644.0,5435713.0
2006-05-15,17993,18737,16966,17938,14800,18427.0,5435713.0
2006-05-16,18476,18476,16412,16939,39369,17394.0,5435713.0
2006-05-17,16680,16939,16356,16939,96736,17394.0,5435713.0
2006-05-18,16944,16944,14403,15560,81166,15981.0,5435713.0
2006-05-19,16304,16304,14985,15560,53215,15981.0,5435713.0
2006-05-22,15803,15803,15091,15350,23260,15764.0,5435713.0
2006-05-23,15088,15509,14190,14556,51000,14948.0,5435713.0
2006-05-24,14987,14987,14217,14793,38501,15193.0,5435713.0
2006-05-25,14799,14905,14404,14419,13421,14812.0,5435713.0
2006-05-26,14449,14716,14134,14474,18672,14867.0,5435713.0
2006-05-29,14447,15668,14447,15031,21051,15437.0,5435713.0
2006-05-30,14833,15334,14330,15010,12310,15410.0,5435713.0
2006-06-01,14821,15112,14425,14766,32133,15166.0,5435713.0
2006-06-02,15030,15564,14189,14820,89791,15220.0,5435713.0
2006-06-05,15730,16524,15132,15302,62181,13752.0,5435713.0
2006-06-07,15308,15308,13131,13367,41970,12013.0,5435713.0
2006-06-08,13371,13605,11979,12701,33014,11415.0,5435713.0
2006-06-09,12733,13275,12733,12911,41859,11605.0,5435713.0
2006-06-12,13549,13549,12466,13550,13058,12176.0,5435713.0
2006-06-13,13010,13916,12460,13910,14852,12502.0,5435713.0
2006-06-14,13308,14101,13308,13882,5081,12475.0,5435713.0
2006-06-15,13635,14217,13635,14155,4637,12720.0,5435713.0
2006-06-16,15119,16268,13914,14181,29257,12747.0,5435713.0
2006-06-19,14403,14403,13343,13490,10636,12122.0,5435713.0
2006-06-20,13670,13670,12311,12701,20519,11415.0,5435713.0
2006-06-21,12709,13429,12102,12613,24285,11333.0,5435713.0
2006-06-22,12855,13276,12159,13245,39645,11904.0,5435713.0
2006-06-23,13254,14216,12946,14032,68368,12611.0,5435713.0
2006-06-26,13825,15241,13793,15241,82224,13698.0,5435713.0
2006-06-27,16151,16151,14550,15214,62820,13671.0,5435713.0
2006-06-28,15124,15213,14396,15214,24281,13671.0,5435713.0
2006-06-29,15193,15193,14400,14732,67551,13236.0,5435713.0
2006-06-30,15029,15029,13612,14365,66046,12910.0,5435713.0
2006-07-03,14791,14791,12792,13910,228605,12502.0,5435713.0
2006-07-04,13917,14314,13674,14032,132030,12611.0,5435713.0
2006-07-05,13917,14371,13011,14032,98455,12611.0,5435713.0
2006-07-06,14040,14226,13530,13944,4070,12529.0,5435713.0
2006-07-07,13950,13982,13432,13612,25122,12230.0,5435713.0
2006-07-10,13364,14424,13339,13849,4741,12448.0,5435713.0
2006-07-11,13669,13823,13183,13305,44152,11959.0,5435713.0
2006-07-12,13736,13736,13096,13550,1716,12176.0,5435713.0
2006-07-13,14070,14070,13043,13490,12937,12122.0,5435713.0
2006-07-14,13341,14975,13187,13578,4509,12203.0,5435713.0
2006-07-18,13586,13862,13133,13822,49117,12421.0,5435713.0
2006-07-19,13925,14572,13286,13278,7234,10627.0,5435713.0
2006-07-20,14946,14946,13490,14161,7737,11333.0,5435713.0
2006-07-21,13581,14706,13549,13890,4240,11116.0,5435713.0
2006-07-24,13586,14169,13554,14161,26580,11333.0,5435713.0
2006-07-25,13921,15959,13921,14908,120376,11931.0,5435713.0
2006-07-26,14911,15494,14708,15486,22665,12393.0,5435713.0
2006-07-27,14266,14606,13659,14161,198248,11333.0,5435713.0
2006-07-28,14132,14812,13719,14229,108379,11388.0,5435713.0
2006-07-31,13922,14399,13007,14229,185413,16835.0,8035713.0
2006-08-01,14132,15896,13720,15451,244379,18281.0,8035713.0
2006-08-02,15621,16203,15014,15451,156967,18281.0,8035713.0
2006-08-03,15450,17658,15183,16980,310261,20089.0,8035713.0
2006-08-04,16574,18880,16574,17660,607416,20893.0,8035713.0
2006-08-07,17220,17591,15893,16097,431356,19045.0,8035713.0
2006-08-08,15495,16069,14508,14840,413732,17558.0,8035713.0
2006-08-09,14842,15109,14300,14874,191605,17598.0,8035713.0
2006-08-10,14814,17088,14709,17082,608990,22725.0,9035713.0
