메가엠디(133750),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-05-12,4205,4240,4150,4215,30694,85993.0,20401568.0
2016-05-13,4260,4260,4105,4135,48067,84360.0,20401568.0
2016-05-16,4135,4145,4015,4030,96779,82218.0,20401568.0
2016-05-17,4030,4160,3980,4000,101164,81606.0,20401568.0
2016-05-18,4000,4060,3850,3885,133311,79260.0,20401568.0
2016-05-19,3885,3920,3775,3815,119835,77832.0,20401568.0
2016-05-20,3850,3895,3815,3840,39438,78342.0,20401568.0
2016-05-23,3850,3940,3840,3880,60399,79158.0,20401568.0
2016-05-24,3915,3950,3860,3925,39453,80076.0,20401568.0
2016-05-25,3950,3990,3895,3955,61818,80688.0,20401568.0
2016-05-26,3940,4025,3920,3940,74169,80382.0,20401568.0
2016-05-27,3980,3980,3885,3885,58022,79260.0,20401568.0
2016-05-30,3835,3885,3775,3800,47396,77526.0,20401568.0
2016-05-31,3800,3890,3780,3840,38891,78342.0,20401568.0
2016-06-01,3865,3950,3775,3860,115608,78750.0,20401568.0
2016-06-02,3900,3965,3850,3850,52608,78546.0,20401568.0
2016-06-03,3850,3900,3785,3900,40239,79566.0,20401568.0
2016-06-07,3860,4000,3830,3850,56848,78546.0,20401568.0
2016-06-08,3890,3890,3825,3850,47265,78546.0,20401568.0
2016-06-09,3835,3850,3630,3695,212718,75384.0,20401568.0
2016-06-10,3655,3820,3610,3690,205196,75282.0,20401568.0
2016-06-13,3690,3740,3635,3710,64147,75690.0,20401568.0
2016-06-14,3645,3745,3640,3730,76282,76098.0,20401568.0
2016-06-15,3750,3750,3670,3700,25729,75486.0,20401568.0
2016-06-16,3725,3725,3640,3650,48991,74466.0,20401568.0
2016-06-17,3670,3720,3640,3675,102841,74976.0,20401568.0
2016-06-20,3700,3735,3640,3665,115929,74772.0,20401568.0
2016-06-21,3685,3695,3645,3645,113721,74364.0,20401568.0
2016-06-22,3645,3660,3550,3650,198702,74466.0,20401568.0
2016-06-23,3675,3690,3560,3650,172073,74466.0,20401568.0
2016-06-24,3625,3695,3380,3425,181568,69875.0,20401568.0
2016-06-27,3390,3545,3380,3525,63233,71916.0,20401568.0
2016-06-28,3520,3595,3465,3535,43865,72120.0,20401568.0
2016-06-29,3575,3655,3490,3525,78994,71916.0,20401568.0
2016-06-30,3530,4200,3500,3710,1469836,75690.0,20401568.0
2016-07-01,3765,3780,3655,3685,177240,75180.0,20401568.0
2016-07-04,3705,3740,3635,3640,94459,74262.0,20401568.0
2016-07-05,3650,3700,3620,3700,44008,75486.0,20401568.0
2016-07-06,3710,3730,3625,3685,122479,75180.0,20401568.0
2016-07-07,3885,4475,3760,3765,2011755,76812.0,20401568.0
2016-07-08,3765,3800,3715,3730,179623,76098.0,20401568.0
2016-07-11,3755,3830,3720,3815,175049,77832.0,20401568.0
2016-07-12,3805,3880,3800,3830,108316,78138.0,20401568.0
2016-07-13,3825,3830,3750,3770,124880,76914.0,20401568.0
2016-07-14,3770,3795,3750,3760,55878,76710.0,20401568.0
2016-07-15,3760,3795,3690,3705,111044,75588.0,20401568.0
2016-07-18,3705,3745,3690,3710,36312,75690.0,20401568.0
2016-07-19,3700,3735,3640,3640,96474,74262.0,20401568.0
2016-07-20,3650,3725,3630,3725,78929,75996.0,20401568.0
2016-07-21,3730,3810,3710,3735,89143,76200.0,20401568.0
2016-07-22,3730,3830,3715,3810,140322,77730.0,20401568.0
2016-07-25,3825,3845,3730,3745,162922,76404.0,20401568.0
2016-07-26,3740,3785,3715,3755,50179,76608.0,20401568.0
2016-07-27,3780,3790,3720,3740,58524,76302.0,20401568.0
2016-07-28,3740,3750,3590,3650,225117,74466.0,20401568.0
2016-07-29,3640,3640,3590,3615,180152,73752.0,20401568.0
2016-08-01,3605,3700,3605,3655,172768,74568.0,20401568.0
2016-08-02,3655,3700,3630,3685,132061,75180.0,20401568.0
2016-08-03,3650,3690,3610,3640,134793,74262.0,20401568.0
2016-08-04,3635,3675,3610,3660,139864,74670.0,20401568.0
2016-08-05,3680,3700,3625,3700,180505,75486.0,20401568.0
2016-08-08,3715,3730,3670,3695,93981,75384.0,20401568.0
2016-08-09,3695,3790,3680,3760,253838,76710.0,20401568.0
2016-08-10,3760,3810,3755,3775,112608,77016.0,20401568.0
2016-08-11,3760,3835,3740,3815,135786,77832.0,20401568.0
2016-08-12,3785,3850,3780,3805,92337,77628.0,20401568.0
2016-08-16,3830,3835,3750,3760,124182,76710.0,20401568.0
2016-08-17,3760,3760,3625,3650,218941,74466.0,20401568.0
2016-08-18,3650,3715,3635,3665,69235,74772.0,20401568.0
2016-08-19,3665,3700,3620,3650,59197,74466.0,20401568.0
2016-08-22,3650,3665,3565,3565,103296,72732.0,20401568.0
2016-08-23,3560,3605,3500,3525,80856,71916.0,20401568.0
2016-08-24,3570,3580,3490,3540,35259,72222.0,20401568.0
2016-08-25,3590,3590,3495,3505,76417,71507.0,20401568.0
2016-08-26,3475,3505,3430,3470,77987,70793.0,20401568.0
2016-08-29,3440,3450,3390,3390,64495,69161.0,20401568.0
2016-08-30,3395,3460,3390,3430,28948,69977.0,20401568.0
2016-08-31,3385,3430,3380,3420,58650,69773.0,20401568.0
2016-09-01,3390,3495,3380,3470,26382,70793.0,20401568.0
2016-09-02,3505,3560,3410,3540,68615,72222.0,20401568.0
2016-09-05,3560,3565,3505,3530,71878,72018.0,20401568.0
2016-09-06,3515,3545,3450,3480,19029,70997.0,20401568.0
2016-09-07,3480,3485,3425,3435,31322,70079.0,20401568.0
2016-09-08,3435,3445,3380,3420,85692,69773.0,20401568.0
2016-09-09,3420,3440,3375,3440,28852,70181.0,20401568.0
2016-09-12,3405,3630,3385,3625,283953,73956.0,20401568.0
2016-09-13,3615,3665,3455,3535,190294,72120.0,20401568.0
2016-09-19,3590,3675,3535,3570,231524,72834.0,20401568.0
2016-09-20,3550,3665,3505,3650,160847,74466.0,20401568.0
2016-09-21,3625,3715,3610,3675,109911,74976.0,20401568.0
2016-09-22,3695,3795,3670,3700,279645,75486.0,20401568.0
2016-09-23,3700,3735,3645,3680,61080,75078.0,20401568.0
2016-09-26,3670,3785,3630,3705,163769,75588.0,20401568.0
2016-09-27,3750,3765,3670,3725,194761,75996.0,20401568.0
2016-09-28,3725,3770,3690,3695,181436,75384.0,20401568.0
2016-09-29,3740,3775,3675,3755,207592,76608.0,20401568.0
2016-09-30,3820,4260,3780,3840,3090454,78342.0,20401568.0
2016-10-04,3870,3975,3805,3880,342608,79158.0,20401568.0
2016-10-05,3880,3895,3750,3800,306218,77526.0,20401568.0
2016-10-06,3800,4020,3780,3900,520004,79566.0,20401568.0
2016-10-07,4010,4250,3900,4050,896144,82626.0,20401568.0
2016-10-10,4080,4250,4045,4070,780030,83034.0,20401568.0
2016-10-11,4155,4180,4000,4095,337906,83544.0,20401568.0
2016-10-12,4055,4205,3995,4175,221622,93389.0,22368593.0
2016-10-13,4215,4475,4090,4135,938146,92494.0,22368593.0
2016-10-14,4085,4175,4000,4060,156837,90816.0,22368593.0
2016-10-17,4030,4160,4010,4125,159654,92270.0,22368593.0
2016-10-18,4150,4155,4035,4035,168903,90257.0,22368593.0
2016-10-19,4035,4070,3950,4005,190045,89586.0,22368593.0
2016-10-20,4005,4130,3905,4120,200557,92159.0,22368593.0
2016-10-21,4115,4155,4005,4065,148662,90928.0,22368593.0
2016-10-24,4040,4115,3910,3950,147483,88356.0,22368593.0
2016-10-25,3950,3975,3785,3935,263679,88020.0,22368593.0
2016-10-26,3885,4015,3780,4015,165112,89810.0,22368593.0
2016-10-27,4010,4060,3955,4030,134372,90145.0,22368593.0
2016-10-28,4050,4190,3940,4170,428482,93277.0,22368593.0
2016-10-31,4190,4240,4035,4100,339983,91711.0,22368593.0
2016-11-01,4050,4230,4050,4180,225823,93501.0,22368593.0
2016-11-02,4130,4145,3845,3950,259817,88356.0,22368593.0
2016-11-03,4080,4080,3850,3960,148300,88580.0,22368593.0
2016-11-04,3905,4080,3900,4030,72727,90145.0,22368593.0
2016-11-07,4040,4070,3980,4035,72962,90257.0,22368593.0
2016-11-08,4035,4170,4020,4080,131070,91264.0,22368593.0
2016-11-09,4080,4185,3660,3870,353136,86566.0,22368593.0
2016-11-10,3885,3980,3885,3970,100621,88803.0,22368593.0
2016-11-11,3970,4035,3915,4035,115687,90257.0,22368593.0
2016-11-14,4005,4105,4000,4035,93950,90257.0,22368593.0
2016-11-15,3960,4035,3910,3935,165101,88020.0,22368593.0
2016-11-16,3945,4060,3935,4050,106591,90593.0,22368593.0
2016-11-17,4060,4105,3995,4080,106512,91264.0,22368593.0
2016-11-18,4100,4455,4050,4365,981073,97639.0,22368593.0
2016-11-21,4355,4480,4245,4425,599920,98981.0,22368593.0
2016-11-22,4405,4500,4280,4385,265469,98086.0,22368593.0
2016-11-23,4355,4455,4155,4160,402795,93053.0,22368593.0
2016-11-24,4150,4190,3980,4015,259667,89810.0,22368593.0
2016-11-25,4000,4120,3950,4015,190583,89810.0,22368593.0
2016-11-28,4025,4085,4005,4020,135466,89922.0,22368593.0
2016-11-29,4020,4200,4000,4200,187766,93948.0,22368593.0
2016-11-30,4200,4200,4080,4125,131499,92270.0,22368593.0
2016-12-01,4095,4265,4055,4245,232521,94955.0,22368593.0
2016-12-02,4235,4310,4190,4220,165076,94395.0,22368593.0
2016-12-05,4230,4230,4090,4140,151038,92606.0,22368593.0
2016-12-06,4130,5190,4130,4790,5259484,107146.0,22368593.0
2016-12-07,4740,4850,4590,4745,2025122,106139.0,22368593.0
2016-12-08,4800,4900,4655,4890,1317575,109382.0,22368593.0
2016-12-09,4835,4870,4710,4710,946511,105356.0,22368593.0
2016-12-12,4640,4870,4605,4830,625507,108040.0,22368593.0
2016-12-13,4810,4940,4720,4810,571511,107593.0,22368593.0
2016-12-14,4790,4875,4695,4695,310324,105021.0,22368593.0
2016-12-15,4680,4815,4635,4660,291513,104238.0,22368593.0
2016-12-16,4650,4705,4480,4530,570302,101330.0,22368593.0
2016-12-19,4590,4590,4450,4530,311324,101330.0,22368593.0
2016-12-20,4505,4625,4505,4505,403987,100771.0,22368593.0
2016-12-21,4505,4655,4480,4595,396510,102784.0,22368593.0
2016-12-22,4600,4780,4585,4640,553697,103790.0,22368593.0
2016-12-23,4650,4795,4620,4680,481171,104685.0,22368593.0
2016-12-26,4720,4720,4515,4515,292468,100994.0,22368593.0
2016-12-27,4470,4540,4380,4450,205925,99540.0,22368593.0
2016-12-28,4440,4515,4320,4405,330951,98534.0,22368593.0
2016-12-29,4390,4450,4345,4420,125942,98869.0,22368593.0
2017-01-02,4420,4790,4410,4655,460445,104126.0,22368593.0
2017-01-03,4750,4930,4715,4715,1233772,105468.0,22368593.0
2017-01-04,4750,4835,4705,4835,246907,108152.0,22368593.0
2017-01-05,4830,4830,4740,4740,195449,106027.0,22368593.0
2017-01-06,4720,4885,4700,4870,288409,108935.0,22368593.0
2017-01-09,5000,6330,4895,6330,6607139,141593.0,22368593.0
2017-01-10,6770,7170,6500,6800,9878121,152106.0,22368593.0
2017-01-11,6750,7200,6630,6960,5282408,155685.0,22368593.0
2017-01-12,6780,7050,6600,6970,3361361,155909.0,22368593.0
2017-01-13,6940,7450,6600,6820,4849718,152554.0,22368593.0
2017-01-16,6940,7140,6770,7100,3114128,158817.0,22368593.0
2017-01-17,7090,7390,7020,7100,2519316,158817.0,22368593.0
2017-01-18,7310,7350,6680,7050,2086555,157699.0,22368593.0
2017-01-19,6830,6910,6440,6630,1933840,148304.0,22368593.0
2017-01-20,6840,6900,6320,6350,1722207,142041.0,22368593.0
2017-01-23,6310,6730,6280,6470,1483258,144725.0,22368593.0
2017-01-24,6500,7110,6450,6750,3447000,150988.0,22368593.0
2017-01-25,6850,7020,6670,6870,1795819,153672.0,22368593.0
2017-01-26,6850,7120,6840,7100,1782453,158817.0,22368593.0
2017-01-31,7180,7390,6760,6830,1818214,152777.0,22368593.0
2017-02-01,6790,6900,6560,6660,891943,148975.0,22368593.0
2017-02-02,6410,6590,5750,5940,1623961,132869.0,22368593.0
2017-02-03,5950,6140,5600,5760,1066277,128843.0,22368593.0
2017-02-06,5960,6240,5900,6020,1452754,134659.0,22368593.0
2017-02-07,5930,5990,5530,5660,745891,126606.0,22368593.0
2017-02-08,5670,5720,5290,5520,1083151,123475.0,22368593.0
2017-02-09,5460,5580,5350,5560,661998,124369.0,22368593.0
2017-02-10,5730,5830,5240,5250,1264854,117435.0,22368593.0
2017-02-13,5250,5350,5020,5300,828141,118554.0,22368593.0
2017-02-14,5300,5340,5090,5150,468780,115198.0,22368593.0
2017-02-15,5170,5350,5150,5220,387812,116764.0,22368593.0
2017-02-16,5240,5460,5190,5340,734058,119448.0,22368593.0
2017-02-17,5400,5460,5280,5310,564233,118777.0,22368593.0
2017-02-20,5330,5350,5150,5200,308021,116317.0,22368593.0
2017-02-21,5310,5590,5270,5440,1572122,121685.0,22368593.0
2017-02-22,5440,5590,5400,5530,614900,123698.0,22368593.0
2017-02-23,5560,5560,5330,5330,404160,119225.0,22368593.0
2017-02-24,5260,5360,4985,5060,617394,113185.0,22368593.0
2017-02-27,5130,5130,4935,4970,272119,111172.0,22368593.0
2017-02-28,4920,5150,4920,5060,286110,113185.0,22368593.0
2017-03-02,5060,5100,4820,4820,235389,107817.0,22368593.0
2017-03-03,4820,4910,4595,4745,409808,106139.0,22368593.0
2017-03-06,4660,4930,4650,4930,189220,110277.0,22368593.0
2017-03-07,4860,4975,4855,4945,158455,110613.0,22368593.0
2017-03-08,4945,4980,4875,4905,123855,109718.0,22368593.0
2017-03-09,4820,5250,4820,5100,645956,114080.0,22368593.0
2017-03-10,5100,6030,4750,5950,3415375,133093.0,22368593.0
2017-03-13,6000,6200,5940,6050,1932719,135330.0,22368593.0
2017-03-14,6050,6300,5950,6150,1394018,137567.0,22368593.0
2017-03-15,6140,6160,5830,5920,904281,132422.0,22368593.0
2017-03-16,5860,6250,5730,6060,1832908,135554.0,22368593.0
2017-03-17,6140,6160,5910,5980,480048,133764.0,22368593.0
2017-03-20,5930,6020,5710,5720,516742,127948.0,22368593.0
2017-03-21,5710,5850,5290,5290,810490,118330.0,22368593.0
2017-03-22,5300,5570,5250,5310,751668,118777.0,22368593.0
2017-03-23,5340,5520,5020,5090,685157,113856.0,22368593.0
2017-03-24,5100,5290,5040,5250,237903,117435.0,22368593.0
2017-03-27,5220,5370,5180,5270,258988,117882.0,22368593.0
2017-03-28,5420,5650,5320,5480,959871,122580.0,22368593.0
2017-03-29,5500,5590,5430,5580,286943,124817.0,22368593.0
2017-03-30,5600,5660,5470,5620,330884,125711.0,22368593.0
2017-03-31,5540,6020,5540,5930,1513110,132646.0,22368593.0
2017-04-03,5930,6010,5670,5760,631945,128843.0,22368593.0
2017-04-04,5830,5860,4800,5030,1454452,112514.0,22368593.0
2017-04-05,5050,5270,5050,5210,596639,116540.0,22368593.0
2017-04-06,5230,5230,4850,4910,641126,109830.0,22368593.0
2017-04-07,4910,4975,4600,4745,535133,106139.0,22368593.0
2017-04-10,4745,4760,4435,4550,672336,101777.0,22368593.0
2017-04-11,4510,4615,4345,4550,456911,101777.0,22368593.0
2017-04-12,4550,4585,4400,4545,519397,101665.0,22368593.0
2017-04-13,4570,4570,4475,4500,281009,100659.0,22368593.0
2017-04-14,4530,4620,4230,4240,614854,94843.0,22368593.0
2017-04-17,4215,4380,4215,4335,281495,96968.0,22368593.0
2017-04-18,4330,4400,4250,4290,250997,95961.0,22368593.0
2017-04-19,4285,4400,4250,4310,238678,96409.0,22368593.0
2017-04-20,4290,4355,4220,4220,333044,94395.0,22368593.0
2017-04-21,4220,4275,4130,4140,381501,92606.0,22368593.0
2017-04-24,4130,4190,3925,3960,524865,88580.0,22368593.0
2017-04-25,3960,4050,3960,4035,214010,90257.0,22368593.0
2017-04-26,4045,4075,3985,4050,183965,90593.0,22368593.0
2017-04-27,4050,4090,3875,4000,213013,89474.0,22368593.0
2017-04-28,4005,4155,3970,4030,511691,90145.0,22368593.0
2017-05-02,4045,4155,4030,4075,455843,91152.0,22368593.0
2017-05-04,4075,4145,4070,4130,193403,92382.0,22368593.0
2017-05-08,4200,4200,4090,4135,329451,92494.0,22368593.0
2017-05-10,4200,4235,4020,4100,735561,91711.0,22368593.0
2017-05-11,4150,4155,3960,4000,411401,89474.0,22368593.0
2017-05-12,4000,4020,3880,3915,399640,87573.0,22368593.0
2017-05-15,3910,3930,3800,3840,300785,85895.0,22368593.0
2017-05-16,3810,3830,3650,3700,440268,82764.0,22368593.0
2017-05-17,3700,3980,3685,3815,1150250,85336.0,22368593.0
2017-05-18,3750,3825,3690,3700,272082,82764.0,22368593.0
2017-05-19,3740,3760,3680,3735,177980,83547.0,22368593.0
2017-05-22,3715,3775,3710,3755,110902,83994.0,22368593.0
2017-05-23,3745,3970,3740,3850,1146617,86119.0,22368593.0
2017-05-24,3860,3890,3800,3815,188754,85336.0,22368593.0
2017-05-25,3820,3990,3820,3860,626129,86343.0,22368593.0
2017-05-26,4035,4435,3950,3950,8183813,88356.0,22368593.0
2017-05-29,4020,4135,4005,4020,933492,89922.0,22368593.0
2017-05-30,4070,4090,3885,3910,666603,87461.0,22368593.0
2017-05-31,3905,3945,3800,3840,382633,85895.0,22368593.0
2017-06-01,3820,3850,3790,3825,192320,85560.0,22368593.0
2017-06-02,3815,3890,3815,3870,209252,86566.0,22368593.0
2017-06-05,3880,3885,3815,3870,146754,86566.0,22368593.0
2017-06-07,3860,3985,3860,3920,366465,87685.0,22368593.0
2017-06-08,3950,4020,3925,3945,277132,88244.0,22368593.0
2017-06-09,3980,3980,3885,3930,204564,87909.0,22368593.0
2017-06-12,3950,4200,3930,4150,1690509,92830.0,22368593.0
2017-06-13,4170,4175,4050,4105,587187,91823.0,22368593.0
2017-06-14,4065,4100,4000,4090,349758,91488.0,22368593.0
2017-06-15,4160,5090,4160,4505,24885483,100771.0,22368593.0
2017-06-16,4545,4575,4405,4560,2781621,102001.0,22368593.0
2017-06-19,4550,4645,4450,4620,2140848,103343.0,22368593.0
2017-06-20,4575,4630,4470,4515,1205646,100994.0,22368593.0
2017-06-21,4675,4920,4140,4160,7373643,93053.0,22368593.0
2017-06-22,4170,4180,3990,3990,1015946,89251.0,22368593.0
2017-06-23,3980,4085,3970,4015,488625,89810.0,22368593.0
2017-06-26,3975,4105,3955,4030,387517,90145.0,22368593.0
2017-06-27,4030,4205,3960,4040,734463,90369.0,22368593.0
2017-06-28,3995,4090,3990,4020,327022,89922.0,22368593.0
2017-06-29,4040,4060,3975,3980,319096,89027.0,22368593.0
2017-06-30,3930,4025,3920,3950,251362,88356.0,22368593.0
2017-07-03,3990,4060,3945,3950,201006,88356.0,22368593.0
2017-07-04,3950,4005,3870,3880,306989,86790.0,22368593.0
2017-07-05,3880,3955,3880,3930,189545,87909.0,22368593.0
2017-07-06,3935,4055,3935,4015,364005,89810.0,22368593.0
2017-07-07,4010,4060,3995,4050,336653,90593.0,22368593.0
2017-07-10,4060,4105,4005,4005,313614,89586.0,22368593.0
2017-07-11,3995,4045,3950,4000,165645,89474.0,22368593.0
2017-07-12,3965,4015,3895,3900,214625,87238.0,22368593.0
2017-07-13,3910,4000,3865,4000,272997,89474.0,22368593.0
2017-07-14,4175,4380,4020,4025,2333348,90034.0,22368593.0
2017-07-17,4020,4020,3935,3985,282105,89139.0,22368593.0
2017-07-18,3990,4055,3920,3955,426362,88468.0,22368593.0
2017-07-19,4000,4115,3950,4100,667808,91711.0,22368593.0
2017-07-20,4090,4240,4055,4135,817015,92494.0,22368593.0
2017-07-21,4165,4205,4135,4175,412016,93389.0,22368593.0
2017-07-24,4300,4310,4000,4000,899371,89474.0,22368593.0
2017-07-25,3995,4055,3970,3990,229720,89251.0,22368593.0
2017-07-26,4000,4020,3860,3860,350804,86343.0,22368593.0
2017-07-27,3875,3885,3725,3745,462149,83770.0,22368593.0
2017-07-28,3710,3965,3670,3740,532177,83659.0,22368593.0
2017-07-31,3680,3740,3660,3670,188758,82093.0,22368593.0
2017-08-01,3670,3750,3660,3675,109758,82205.0,22368593.0
2017-08-02,3685,3790,3680,3740,119033,83659.0,22368593.0
2017-08-03,3715,3765,3650,3670,154412,82093.0,22368593.0
2017-08-04,3600,3660,3600,3625,206218,81086.0,22368593.0
2017-08-07,3610,3710,3610,3700,119582,82764.0,22368593.0
2017-08-08,3720,3740,3660,3680,79073,82316.0,22368593.0
2017-08-09,3660,3670,3535,3550,264885,79409.0,22368593.0
2017-08-10,3525,3590,3415,3430,269397,76724.0,22368593.0
2017-08-11,3400,3500,3315,3315,269319,74152.0,22368593.0
2017-08-14,3340,3385,3320,3335,98119,74599.0,22368593.0
2017-08-16,3345,3530,3345,3440,225513,76948.0,22368593.0
2017-08-17,3405,3450,3405,3425,76705,76612.0,22368593.0
2017-08-18,3380,3435,3360,3405,97971,76165.0,22368593.0
2017-08-21,3410,3530,3410,3475,142419,77731.0,22368593.0
2017-08-22,3480,3525,3475,3510,71194,78514.0,22368593.0
2017-08-23,3490,3535,3435,3450,102711,77172.0,22368593.0
2017-08-24,3460,3480,3400,3410,96607,76277.0,22368593.0
2017-08-25,3410,3530,3410,3450,131812,77172.0,22368593.0
2017-08-28,3450,3480,3415,3435,140979,76836.0,22368593.0
2017-08-29,3430,3580,3415,3500,208069,78290.0,22368593.0
2017-08-30,3530,3535,3465,3465,158396,77507.0,22368593.0
2017-08-31,3465,3590,3440,3525,197764,78849.0,22368593.0
