패션플랫폼(225590),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-07-16,1510,1545,1500,1545,138942,41154.0,26636713.0
2019-07-17,1575,1825,1540,1635,8134640,43551.0,26636713.0
2019-07-18,1655,1660,1585,1650,1062998,43951.0,26636713.0
2019-07-19,1650,1670,1600,1670,901080,44483.0,26636713.0
2019-07-22,1675,1680,1635,1640,729271,43684.0,26636713.0
2019-07-23,1620,1640,1515,1525,1079325,40621.0,26636713.0
2019-07-24,1510,1530,1470,1490,402166,39689.0,26636713.0
2019-07-25,1480,1505,1390,1435,568515,38224.0,26636713.0
2019-07-26,1435,1455,1400,1440,185812,38357.0,26636713.0
2019-07-29,1425,1430,1295,1300,540642,34628.0,26636713.0
2019-07-30,1300,1580,1300,1375,5751617,36625.0,26636713.0
2019-07-31,1350,1365,1275,1340,789898,35693.0,26636713.0
2019-08-01,1320,1355,1305,1305,282866,34761.0,26636713.0
2019-08-02,1280,1335,1270,1310,288972,34894.0,26636713.0
2019-08-05,1315,1400,1270,1310,1211182,34894.0,26636713.0
2019-08-06,1270,1350,1160,1240,1006986,33030.0,26636713.0
2019-08-07,1260,1440,1260,1340,2017593,35693.0,26636713.0
2019-08-08,1360,1390,1310,1360,614489,36226.0,26636713.0
2019-08-09,1360,1380,1330,1340,384050,35693.0,26636713.0
2019-08-12,1335,1350,1320,1345,162595,35826.0,26636713.0
2019-08-13,1330,1355,1305,1320,178390,35160.0,26636713.0
2019-08-14,1325,1405,1315,1390,514549,37025.0,26636713.0
2019-08-16,1430,1485,1355,1360,1387583,36226.0,26636713.0
2019-08-19,1380,1390,1350,1370,254654,36492.0,26636713.0
2019-08-20,1370,1395,1350,1390,239543,37025.0,26636713.0
2019-08-21,1385,1415,1380,1410,150465,37558.0,26636713.0
2019-08-22,1425,1425,1355,1375,213008,36625.0,26636713.0
2019-08-23,1375,1415,1350,1405,278616,37425.0,26636713.0
2019-08-26,1380,1400,1295,1300,318841,34628.0,26636713.0
2019-08-27,1320,1345,1305,1310,139914,34894.0,26636713.0
2019-08-28,1325,1375,1310,1370,94196,36492.0,26636713.0
2019-08-29,1380,1380,1315,1330,134323,35427.0,26636713.0
2019-08-30,1340,1365,1330,1350,95610,35960.0,26636713.0
2019-09-02,1350,1365,1335,1360,147310,36226.0,26636713.0
2019-09-03,1365,1395,1340,1370,295404,36492.0,26636713.0
2019-09-04,1370,1395,1365,1380,186770,36759.0,26636713.0
2019-09-05,1380,1390,1360,1370,177196,36492.0,26636713.0
2019-09-06,1380,1385,1350,1365,115576,36359.0,26636713.0
2019-09-09,1365,1390,1355,1380,159477,36759.0,26636713.0
2019-09-10,1430,1440,1365,1370,534175,36492.0,26636713.0
2019-09-11,1365,1395,1365,1380,103936,36759.0,26636713.0
2019-09-16,1380,1420,1375,1420,229452,37824.0,26636713.0
2019-09-17,1405,1415,1380,1415,294272,37691.0,26636713.0
2019-09-18,1400,1415,1385,1400,143430,37291.0,26636713.0
2019-09-19,1400,1410,1385,1395,149024,37158.0,26636713.0
2019-09-20,1405,1405,1365,1400,213692,37291.0,26636713.0
2019-09-23,1400,1400,1380,1385,78860,36892.0,26636713.0
2019-09-24,1385,1405,1375,1400,106566,37291.0,26636713.0
2019-09-25,1400,1400,1335,1335,226043,35560.0,26636713.0
2019-09-26,1340,1360,1300,1315,143214,35027.0,26636713.0
2019-09-27,1315,1355,1290,1350,125040,35960.0,26636713.0
2019-09-30,1345,1345,1300,1310,52363,,
2019-10-01,1310,1335,1300,1330,98313,,
2019-10-02,1320,1325,1295,1315,87706,,
2019-10-04,1315,1315,1280,1300,116890,,
2019-10-07,1300,1315,1275,1300,83726,,
