지트리비앤티(115450),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-11-25,10895,11134,10696,10776,111237,60271.0,4448065.0
2010-11-26,10975,11014,10219,10219,111533,57158.0,4448065.0
2010-11-29,10219,10418,9742,9862,77425,55156.0,4448065.0
2010-11-30,9980,10179,9861,10100,56123,56490.0,4448065.0
2010-12-01,10100,10338,9980,10259,53533,57380.0,4448065.0
2010-12-02,10458,10458,10100,10100,72484,56490.0,4448065.0
2010-12-03,10100,10219,9941,10021,45371,56046.0,4448065.0
2010-12-06,10139,10139,9583,9623,94540,53822.0,4448065.0
2010-12-07,9662,9782,9623,9782,62436,54711.0,4448065.0
2010-12-08,10100,10259,9821,9822,122295,54934.0,4448065.0
2010-12-09,9821,10179,9543,10180,101825,56935.0,4448065.0
2010-12-10,10338,10656,10139,10418,204712,58270.0,4448065.0
2010-12-13,10617,10656,10299,10299,63147,57602.0,4448065.0
2010-12-14,10299,10617,10100,10538,117291,58937.0,4448065.0
2010-12-15,10577,10577,10259,10299,53666,57602.0,4448065.0
2010-12-16,10179,10497,10179,10418,38423,58270.0,4448065.0
2010-12-17,10537,10537,10219,10299,60514,57602.0,4448065.0
2010-12-20,10020,10020,9623,9822,115623,54934.0,4448065.0
2010-12-21,9980,10139,9941,9941,58054,55601.0,4448065.0
2010-12-22,10139,11293,10060,10935,308527,61161.0,4448065.0
2010-12-23,10935,11054,10617,10856,109576,60716.0,4448065.0
2010-12-24,10935,11650,10895,11015,214851,61606.0,4448065.0
2010-12-27,10855,11134,10418,10418,76299,58270.0,4448065.0
2010-12-28,10378,10736,10219,10219,83180,57158.0,4448065.0
2010-12-29,10259,10736,10259,10577,46367,59159.0,4448065.0
2010-12-30,10776,11014,10617,10657,52284,59604.0,4448065.0
2011-01-03,10895,11173,10736,11055,74380,61828.0,4448065.0
2011-01-04,11134,11332,10935,10975,86664,61383.0,4448065.0
2011-01-05,10975,11293,10895,11134,65733,62273.0,4448065.0
2011-01-06,11293,11293,10776,10816,107224,60494.0,4448065.0
2011-01-07,10815,10895,10537,10577,65230,59159.0,4448065.0
2011-01-10,10617,10736,10458,10657,42789,59604.0,4448065.0
2011-01-11,10696,11253,10696,11015,137086,61606.0,4448065.0
2011-01-12,10974,11094,10617,10617,75465,59382.0,4448065.0
2011-01-13,10617,10736,10299,10339,108448,57825.0,4448065.0
2011-01-14,10299,10418,10020,10219,86365,57158.0,4448065.0
2011-01-17,10179,10378,10060,10140,61822,56713.0,4448065.0
2011-01-18,10259,10418,10139,10180,59750,56935.0,4448065.0
2011-01-19,10418,10418,10139,10259,36482,57380.0,4448065.0
2011-01-20,10219,10418,10139,10180,28793,56935.0,4448065.0
2011-01-21,10179,10259,9821,9901,62936,55378.0,4448065.0
2011-01-24,9941,10020,9821,9901,35056,55378.0,4448065.0
2011-01-25,9941,9980,9662,9663,64425,54044.0,4448065.0
2011-01-26,9782,10060,9662,10060,48297,56268.0,4448065.0
2011-01-27,9941,10458,9941,10299,76778,57602.0,4448065.0
2011-01-28,10338,10497,10060,10060,39629,56268.0,4448065.0
2011-01-31,9821,9941,9662,9703,36750,54266.0,4448065.0
2011-02-01,9702,10139,9623,9941,44069,55601.0,4448065.0
2011-02-07,10020,10179,9901,9901,37500,55378.0,4448065.0
2011-02-08,9941,9980,9782,9822,24033,54934.0,4448065.0
2011-02-09,9821,9861,9463,9504,48275,53154.0,4448065.0
2011-02-10,9543,9623,9384,9504,33574,53154.0,4448065.0
2011-02-11,9543,9702,9265,9305,39722,52042.0,4448065.0
2011-02-14,9384,9463,9026,9106,47681,50930.0,4448065.0
2011-02-15,9066,9185,8589,8629,75283,48262.0,4448065.0
2011-02-16,8628,8947,8628,8828,25440,49374.0,4448065.0
2011-02-17,8907,8907,8111,8271,52185,46260.0,4448065.0
2011-02-18,8350,8827,8310,8629,26791,48262.0,4448065.0
2011-02-21,8509,8947,8509,8549,20169,47817.0,4448065.0
2011-02-22,8430,9782,8310,9543,178827,53377.0,4448065.0
2011-02-23,9384,9543,9026,9066,34839,50708.0,4448065.0
2011-02-24,8986,9185,8867,9027,24482,50486.0,4448065.0
2011-02-25,8947,9225,8668,9106,26247,50930.0,4448065.0
2011-02-28,9106,9265,8947,9186,19329,51375.0,4448065.0
2011-03-02,9225,9265,8986,8987,30105,50263.0,4448065.0
2011-03-03,8947,9384,8907,9265,33828,51820.0,4448065.0
2011-03-04,9304,9861,9185,9663,44165,54044.0,4448065.0
2011-03-07,9583,9782,9344,9424,27817,52710.0,4448065.0
2011-03-08,9424,9543,9265,9464,16880,52932.0,4448065.0
2011-03-09,9424,9623,9265,9424,19374,52710.0,4448065.0
2011-03-10,9424,9583,9185,9345,26046,52265.0,4448065.0
2011-03-11,9185,9463,9066,9345,26299,52265.0,4448065.0
2011-03-14,9304,9304,8191,8351,100384,46705.0,4448065.0
2011-03-15,8271,8589,7284,7714,99834,43146.0,4448065.0
2011-03-16,7793,8072,7722,7738,29950,43280.0,4448065.0
2011-03-17,7435,7690,7435,7619,24556,42612.0,4448065.0
2011-03-18,7714,8231,7714,7834,24918,43813.0,4448065.0
2011-03-21,8111,8310,7992,8311,31098,46482.0,4448065.0
2011-03-22,8350,8390,8111,8271,21308,46260.0,4448065.0
2011-03-23,8310,8310,8151,8191,12491,45815.0,4448065.0
2011-03-24,8310,8469,8191,8271,28536,46260.0,4448065.0
2011-03-25,8390,8509,8151,8191,26835,45815.0,4448065.0
2011-03-28,8310,8708,8271,8430,45471,47149.0,4448065.0
2011-03-29,8748,9463,8708,8748,165275,48929.0,4448065.0
2011-03-30,8827,8827,8469,8510,47164,47594.0,4448065.0
2011-03-31,8628,8668,8469,8470,30601,47372.0,4448065.0
2011-04-01,8469,8708,8469,8669,45341,48484.0,4448065.0
2011-04-04,8668,9384,8668,8907,105410,49818.0,4448065.0
2011-04-05,8907,9066,8827,8907,32856,49818.0,4448065.0
2011-04-06,8947,9066,8827,8907,29748,49818.0,4448065.0
2011-04-07,8867,8986,8628,8748,50833,48929.0,4448065.0
2011-04-08,8668,8787,8509,8549,35987,47817.0,4448065.0
2011-04-11,8509,8668,8509,8549,16030,47817.0,4448065.0
2011-04-12,8509,8628,8469,8549,17489,47817.0,4448065.0
2011-04-13,8549,8827,8509,8589,32885,48039.0,4448065.0
2011-04-14,8748,8748,8509,8629,21650,48262.0,4448065.0
2011-04-15,8549,8628,8390,8629,42097,48262.0,4448065.0
2011-04-18,8668,8668,8151,8152,74470,45593.0,4448065.0
2011-04-19,8032,8350,8032,8112,46234,45370.0,4448065.0
2011-04-20,8151,8310,8072,8072,28129,45148.0,4448065.0
2011-04-21,8191,8271,7825,7897,91953,44169.0,4448065.0
2011-04-22,7929,7992,7666,7675,55315,42924.0,4448065.0
2011-04-25,7682,7929,7658,7675,33612,42924.0,4448065.0
2011-04-26,7690,7690,7428,7452,47029,41678.0,4448065.0
2011-04-27,7475,7595,7316,7436,45099,41589.0,4448065.0
2011-04-28,7475,7539,7324,7420,26179,41500.0,4448065.0
2011-04-29,7475,7475,7308,7436,16372,41589.0,4448065.0
2011-05-02,7435,7634,7404,7611,26261,42568.0,4448065.0
2011-05-03,7507,7674,7507,7651,12037,42790.0,4448065.0
2011-05-04,7650,7690,7396,7436,18594,41589.0,4448065.0
2011-05-06,7332,7467,7276,7285,22296,40744.0,4448065.0
2011-05-09,7237,7372,7149,7166,24318,40077.0,4448065.0
2011-05-11,7086,7229,6831,6951,74110,38876.0,4448065.0
2011-05-12,6799,6911,6704,6728,47909,37631.0,4448065.0
2011-05-13,6759,6799,6585,6593,46961,36874.0,4448065.0
2011-05-16,6529,6672,6441,6474,37052,36207.0,4448065.0
2011-05-17,6481,6577,6386,6394,33624,35762.0,4448065.0
2011-05-18,6394,6759,6362,6601,76807,36919.0,4448065.0
2011-05-19,6600,6720,6282,6338,22390,35451.0,4448065.0
2011-05-20,6243,6362,5932,6004,86709,33583.0,4448065.0
2011-05-23,5885,5924,5415,5511,100163,30825.0,4448065.0
2011-05-24,5376,5869,5376,5678,82649,31759.0,4448065.0
2011-05-25,5630,5741,5415,5456,60106,30514.0,4448065.0
2011-05-26,5495,5606,5487,5575,25080,31181.0,4448065.0
2011-05-27,5574,5757,5503,5734,52214,32071.0,4448065.0
2011-05-30,5741,5797,5352,5432,60612,30380.0,4448065.0
2011-05-31,5447,5567,5352,5488,52630,30692.0,4448065.0
2011-06-01,5495,5598,5320,5328,44357,29802.0,4448065.0
2011-06-02,5129,5280,5026,5058,59506,28290.0,4448065.0
2011-06-03,5065,5328,5042,5122,40680,28646.0,4448065.0
2011-06-07,5089,5511,5058,5424,59807,30336.0,4448065.0
2011-06-08,5328,5551,5161,5225,55692,29224.0,4448065.0
2011-06-09,5169,5240,5097,5130,49506,28690.0,4448065.0
2011-06-10,5137,5304,4922,5042,64042,28201.0,4448065.0
2011-06-13,4930,5042,4588,4692,73659,26244.0,4448065.0
2011-06-14,4771,4835,4660,4716,32341,26377.0,4448065.0
2011-06-15,4716,4883,4716,4812,28279,26911.0,4448065.0
2011-06-16,4779,4811,4668,4724,22619,26422.0,4448065.0
2011-06-17,4747,4827,4612,4756,24543,26599.0,4448065.0
2011-06-20,4708,4906,4588,4589,50667,25665.0,4448065.0
2011-06-21,4596,4930,4596,4740,41764,26510.0,4448065.0
2011-06-22,4835,5113,4835,4891,54631,27356.0,4448065.0
2011-06-23,4827,4906,4771,4867,17599,27222.0,4448065.0
2011-06-24,4827,5050,4827,5050,20667,28245.0,4448065.0
2011-06-27,5002,5471,4946,5360,71296,29980.0,4448065.0
2011-06-28,5256,5407,5240,5241,28431,29313.0,4448065.0
2011-06-29,5256,5328,5121,5138,31041,28734.0,4448065.0
2011-06-30,5169,5217,5026,5169,25793,28912.0,4448065.0
2011-07-01,5248,5264,5065,5090,18260,28468.0,4448065.0
2011-07-04,5137,5328,5129,5328,25998,29802.0,4448065.0
2011-07-05,5360,5471,5288,5400,27669,30202.0,4448065.0
2011-07-06,5400,5606,5328,5488,43494,30692.0,4448065.0
2011-07-07,5479,5646,5368,5368,26143,30024.0,4448065.0
2011-07-08,5407,5551,5376,5448,9453,30469.0,4448065.0
2011-07-11,5392,5503,5264,5344,19843,29891.0,4448065.0
2011-07-12,5272,5328,5161,5225,23559,29224.0,4448065.0
2011-07-13,5185,5248,5129,5217,16838,29179.0,4448065.0
2011-07-14,5225,5264,5081,5090,35683,28468.0,4448065.0
2011-07-15,5097,5185,5010,5114,21949,28601.0,4448065.0
2011-07-18,5137,5233,5042,5066,24534,28334.0,4448065.0
2011-07-19,5065,5439,5065,5424,44332,30336.0,4448065.0
2011-07-20,5487,5813,5376,5591,85677,31270.0,4448065.0
2011-07-21,5694,5694,5447,5551,32059,31047.0,4448065.0
2011-07-22,5567,5662,5455,5456,28061,30514.0,4448065.0
2011-07-25,5455,5527,5328,5336,34025,29847.0,4448065.0
2011-07-26,5336,5519,5336,5519,17151,30870.0,4448065.0
2011-07-27,5551,5781,5519,5686,46636,31804.0,4448065.0
2011-07-28,5630,5710,5582,5631,21703,31492.0,4448065.0
2011-07-29,5638,5726,5519,5543,29628,31003.0,4448065.0
2011-08-01,5718,5901,5718,5814,46818,32515.0,4448065.0
2011-08-02,5789,5861,5574,5726,33652,32026.0,4448065.0
2011-08-03,5567,5567,5423,5503,26519,30781.0,4448065.0
2011-08-04,5527,5614,5328,5328,21304,29802.0,4448065.0
2011-08-05,5081,5081,4572,4827,65296,27000.0,4448065.0
2011-08-08,4509,4747,4103,4151,79826,23219.0,4448065.0
2011-08-09,3841,3892,3531,3634,106199,20351.0,4453065.0
2011-08-10,3773,3924,3745,3885,81834,21753.0,4453065.0
2011-08-11,3539,4087,3499,4048,66925,22666.0,4453065.0
2011-08-12,4222,4397,4055,4064,37171,22755.0,4453065.0
2011-08-16,4230,4668,4230,4668,43110,26139.0,4453065.0
2011-08-17,4851,5280,4700,4891,102174,27386.0,4453065.0
2011-08-18,5002,5288,4811,5082,73755,28455.0,4453065.0
2011-08-19,4771,5002,4501,4597,57672,25739.0,4453065.0
2011-08-22,4596,4986,4501,4621,19803,25872.0,4453065.0
2011-08-23,4938,4938,4652,4843,17709,27119.0,4453065.0
2011-08-24,4946,4970,4731,4732,32757,26496.0,4453065.0
2011-08-25,4811,4867,4588,4644,13001,26006.0,4453065.0
2011-08-26,4549,4755,4549,4732,20605,26496.0,4453065.0
2011-08-29,4771,4851,4612,4660,21097,26095.0,4453065.0
2011-08-30,4668,4763,4588,4629,16882,25917.0,4453065.0
2011-08-31,4676,4676,4374,4438,26883,24848.0,4453065.0
2011-09-01,4469,4676,4469,4589,28269,25694.0,4453065.0
2011-09-02,4612,4763,4588,4605,8817,25783.0,4453065.0
2011-09-05,4541,4684,4342,4477,10818,25071.0,4453065.0
2011-09-06,4477,5089,4238,4955,89849,27743.0,4453065.0
2011-09-07,4954,5240,4851,5010,31104,28054.0,4453065.0
2011-09-08,5010,5209,4747,4772,17708,26718.0,4453065.0
2011-09-09,4652,4716,4445,4446,30092,24893.0,4453065.0
2011-09-14,4580,4580,4374,4493,28930,25160.0,4453065.0
2011-09-15,5161,5161,5161,5161,24902,28900.0,4453065.0
2011-09-16,5932,5932,5932,5933,8254,33220.0,4453065.0
2011-09-19,6815,6815,6815,6816,14033,38163.0,4453065.0
2011-09-20,7817,7833,7181,7317,1751950,40968.0,4453065.0
2011-09-21,7253,7515,6783,7102,1125273,39766.0,4453065.0
2011-09-22,6879,6966,6044,6044,767194,33843.0,4453065.0
2011-09-23,5773,5861,5177,5305,448074,29815.0,4470065.0
2011-09-26,5447,5511,4509,4509,487189,25345.0,4470065.0
2011-09-27,4692,4835,4580,4597,175636,25837.0,4470065.0
2011-09-28,4668,4724,4183,4215,277398,23691.0,4470065.0
2011-09-29,4111,4437,4103,4231,129276,23781.0,4470065.0
2011-09-30,4318,4811,4318,4454,285659,25032.0,4470065.0
2011-10-04,4095,4310,4024,4143,102808,23289.0,4470065.0
2011-10-05,4238,4262,3896,3992,82561,22440.0,4470065.0
2011-10-06,4024,4175,3936,3937,71789,22127.0,4470065.0
2011-10-07,4024,4127,3952,4016,65264,22574.0,4470065.0
2011-10-10,4111,4334,4071,4271,72063,24004.0,4470065.0
2011-10-11,4374,4421,4183,4271,52609,24004.0,4470065.0
2011-10-12,4215,4429,4215,4366,48466,24541.0,4470065.0
2011-10-13,4389,5010,4350,4708,269382,26463.0,4470065.0
2011-10-14,4771,4771,4493,4652,61173,26150.0,4470065.0
2011-10-17,4787,4787,4557,4637,52820,26060.0,4470065.0
2011-10-18,4851,5328,4771,5328,477929,29949.0,4470065.0
2011-10-19,5582,5638,4946,4947,423564,27804.0,4470065.0
2011-10-20,4954,5065,4493,4493,194487,25256.0,4470065.0
2011-10-21,4588,4755,4525,4581,64787,25748.0,4470065.0
2011-10-24,4636,4755,4612,4668,81560,26239.0,4470065.0
2011-10-25,4596,4827,4596,4644,83121,26105.0,4470065.0
2011-10-26,4636,4851,4549,4788,99946,26910.0,4470065.0
2011-10-27,4906,4906,4700,4827,69584,27133.0,4470065.0
2011-10-28,4891,4962,4604,4629,91862,26016.0,4470065.0
2011-10-31,4628,4684,4549,4549,43175,25569.0,4470065.0
2011-11-01,4453,4564,4437,4438,33352,24943.0,4470065.0
2011-11-02,4342,4628,4183,4549,64778,25569.0,4470065.0
2011-11-03,4612,4612,4461,4477,29243,25166.0,4470065.0
2011-11-04,4509,4644,4485,4501,47577,25301.0,4470065.0
2011-11-07,4501,4660,4501,4613,40180,25926.0,4470065.0
2011-11-08,4612,4891,4612,4660,100463,26195.0,4470065.0
2011-11-09,4747,4763,4477,4493,44810,25256.0,4470065.0
2011-11-10,4358,4493,4318,4374,58578,24585.0,4470065.0
2011-11-11,4421,4453,4366,4382,17538,24630.0,4470065.0
2011-11-14,4405,4541,4405,4462,13802,25077.0,4470065.0
2011-11-15,4461,4700,4461,4589,57486,25792.0,4470065.0
2011-11-16,4724,4906,4620,4740,159678,26642.0,4470065.0
2011-11-17,4827,4827,4588,4644,118626,26105.0,4470065.0
2011-11-18,4604,4867,4541,4716,71605,26507.0,4470065.0
2011-11-21,4716,4755,4477,4477,56738,25166.0,4470065.0
2011-11-22,4302,4477,4302,4454,28705,25032.0,4470065.0
2011-11-23,4453,4453,4191,4255,38281,23915.0,4470065.0
2011-11-24,4119,4302,4119,4175,22213,23468.0,4470065.0
2011-11-25,4342,4342,4032,4215,30160,23691.0,4470065.0
2011-11-28,4087,4374,4087,4231,21547,23781.0,4470065.0
2011-11-29,4278,4366,4199,4263,19372,23960.0,4470065.0
2011-11-30,4222,4302,4151,4231,29178,23781.0,4470065.0
