한국공항(005430),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-06-03,37000,38000,35500,35500,14210,112406.0,3166355.0
1999-06-04,35800,37000,35200,36500,9280,115572.0,3166355.0
1999-06-07,36600,37400,35100,36400,3310,115255.0,3166355.0
1999-06-08,36200,36900,35000,35250,14390,111614.0,3166355.0
1999-06-09,35250,35400,33600,33700,3210,106706.0,3166355.0
1999-06-10,33000,34800,32500,34800,6360,110189.0,3166355.0
1999-06-11,34800,35700,33800,34800,37520,110189.0,3166355.0
1999-06-14,34700,34700,33500,33600,3940,106390.0,3166355.0
1999-06-15,33600,35000,32100,32300,4740,102273.0,3166355.0
1999-06-16,31500,34400,31500,33400,3010,105756.0,3166355.0
1999-06-17,33000,33700,32500,33600,3120,106390.0,3166355.0
1999-06-18,33500,33500,32700,32700,2250,103540.0,3166355.0
1999-06-21,32000,33950,32000,32500,2730,102907.0,3166355.0
1999-06-22,30600,34000,30600,34000,3590,107656.0,3166355.0
1999-06-23,33500,34000,32300,32300,630,102273.0,3166355.0
1999-06-24,32500,33000,31500,32500,18470,102907.0,3166355.0
1999-06-25,33500,33500,31650,31650,2800,100215.0,3166355.0
1999-06-28,31900,32000,30000,31400,15540,99424.0,3166355.0
1999-06-29,31400,31400,30300,30700,10650,97207.0,3166355.0
1999-06-30,30500,30500,29900,30200,8060,95624.0,3166355.0
1999-07-01,27300,30900,27300,30600,5040,96890.0,3166355.0
1999-07-02,30600,31000,30300,31000,3410,98157.0,3166355.0
1999-07-05,31200,31800,30900,31500,8860,99740.0,3166355.0
1999-07-06,31500,32000,31200,31200,8710,98790.0,3166355.0
1999-07-07,31400,32000,31000,31500,15430,99740.0,3166355.0
1999-07-08,32000,32500,31100,31100,10720,98474.0,3166355.0
1999-07-09,31600,33000,30600,31200,22390,98790.0,3166355.0
1999-07-12,31000,32400,30800,31200,22040,98790.0,3166355.0
1999-07-13,31550,31600,29700,29700,13840,94041.0,3166355.0
1999-07-14,29000,29500,27300,28600,25200,90558.0,3166355.0
1999-07-15,28600,29000,27000,27500,27850,87075.0,3166355.0
1999-07-16,28200,29200,28000,29100,37940,92141.0,3166355.0
1999-07-19,31900,32000,29700,30500,35850,96574.0,3166355.0
1999-07-20,30800,30800,29200,29200,21100,92458.0,3166355.0
1999-07-21,29200,29300,27200,27400,14200,86758.0,3166355.0
1999-07-22,27700,28500,27500,27800,20630,88025.0,3166355.0
1999-07-23,28000,28000,26100,26850,10950,85017.0,3166355.0
1999-07-26,25100,25950,24400,25000,10780,79159.0,3166355.0
1999-07-27,25000,25700,25000,25700,14630,81375.0,3166355.0
1999-07-28,26000,27500,25700,26600,39630,84225.0,3166355.0
1999-07-29,28000,28200,26000,27000,33430,85492.0,3166355.0
1999-07-30,27500,28300,27000,28000,21320,88658.0,3166355.0
1999-08-02,28000,28600,26300,26500,16540,83908.0,3166355.0
1999-08-03,26700,27900,26550,27900,12840,88341.0,3166355.0
1999-08-04,28050,28050,27100,27500,23610,87075.0,3166355.0
1999-08-05,26500,27500,26500,26600,9680,84225.0,3166355.0
1999-08-06,26400,27000,25500,27000,10390,85492.0,3166355.0
1999-08-09,25200,27000,25200,26500,6070,83908.0,3166355.0
1999-08-10,26000,26900,25300,26300,6680,83275.0,3166355.0
1999-08-11,26950,27000,25500,26000,6160,82325.0,3166355.0
1999-08-12,26500,26500,25500,26000,4360,82325.0,3166355.0
1999-08-13,26300,26400,25500,25900,2980,82009.0,3166355.0
1999-08-16,25100,25900,25000,25050,4270,79317.0,3166355.0
1999-08-17,25500,25500,24600,24600,8960,77892.0,3166355.0
1999-08-18,24150,24900,23600,24500,8600,77576.0,3166355.0
1999-08-19,24700,25400,24500,24500,7890,77576.0,3166355.0
1999-08-20,24950,25500,24950,25500,2830,80742.0,3166355.0
1999-08-23,25700,27400,25700,26250,5670,83117.0,3166355.0
1999-08-24,27400,27400,26400,26500,3740,83908.0,3166355.0
1999-08-25,26650,27500,26500,27200,11740,86125.0,3166355.0
1999-08-26,27500,28300,27300,27600,9990,87391.0,3166355.0
1999-08-27,27800,27800,25700,27000,5530,85492.0,3166355.0
1999-08-30,27500,27500,26000,26100,4390,82642.0,3166355.0
1999-08-31,26000,26300,26000,26200,4780,82959.0,3166355.0
1999-09-01,26200,26400,26000,26400,6440,83592.0,3166355.0
1999-09-02,25600,26000,25200,25600,4740,81059.0,3166355.0
1999-09-03,24500,25800,24500,25400,1320,80425.0,3166355.0
1999-09-06,26500,26500,24800,24900,4590,78842.0,3166355.0
1999-09-07,25400,26500,24900,26500,6400,83908.0,3166355.0
1999-09-08,27000,27000,25500,26000,1540,82325.0,3166355.0
1999-09-09,26400,26400,25500,25900,3160,82009.0,3166355.0
1999-09-10,25600,26400,25500,25650,12370,81217.0,3166355.0
1999-09-13,26000,28500,26000,27500,72000,87075.0,3166355.0
1999-09-14,27100,27700,26300,26300,7020,83275.0,3166355.0
1999-09-15,26500,27500,26300,26300,3690,83275.0,3166355.0
1999-09-16,26300,26900,25800,26900,5760,85175.0,3166355.0
1999-09-17,26500,27400,26100,27000,14730,85492.0,3166355.0
1999-09-20,27200,29000,26900,28900,86540,91508.0,3166355.0
1999-09-21,29000,30400,28300,28700,112570,90874.0,3166355.0
1999-09-22,28600,29000,28200,28250,20800,89450.0,3166355.0
1999-09-27,29000,29700,28150,28700,36560,90874.0,3166355.0
1999-09-28,29000,29100,27500,27700,36000,87708.0,3166355.0
1999-09-29,27700,27700,25900,25900,22190,82009.0,3166355.0
1999-09-30,25000,26000,25000,25400,24970,80425.0,3166355.0
1999-10-01,22600,25400,22600,22850,17270,72351.0,3166355.0
1999-10-04,23700,23700,21500,22500,10800,71243.0,3166355.0
1999-10-05,20500,20750,19150,19150,71880,60636.0,3166355.0
1999-10-06,19850,20100,18500,19900,28650,63010.0,3166355.0
1999-10-07,20300,22000,20000,22000,32480,69660.0,3166355.0
1999-10-08,22500,23850,22000,22500,31460,71243.0,3166355.0
1999-10-11,22500,22900,22000,22500,10730,71243.0,3166355.0
1999-10-12,22500,23000,22300,23000,17020,72826.0,3166355.0
1999-10-13,21500,23400,21500,23400,13910,74093.0,3166355.0
1999-10-14,22500,23600,22400,23500,18440,74409.0,3166355.0
1999-10-15,23100,24400,23100,24400,14990,77259.0,3166355.0
1999-10-18,24000,24500,23300,23500,8980,74409.0,3166355.0
1999-10-19,23100,23900,22700,23350,4920,73934.0,3166355.0
1999-10-20,23000,23800,22700,22750,5030,72035.0,3166355.0
1999-10-21,22500,23100,22500,22500,7730,71243.0,3166355.0
1999-10-22,23100,23100,21600,22000,8230,69660.0,3166355.0
1999-10-25,22000,22000,21650,22000,5190,69660.0,3166355.0
1999-10-26,21350,22700,21350,22000,5920,69660.0,3166355.0
1999-10-27,21000,22950,21000,21100,1740,66810.0,3166355.0
1999-10-28,21000,21900,21000,21900,1160,69343.0,3166355.0
1999-10-29,21900,22400,21900,22000,1940,69660.0,3166355.0
1999-11-01,22200,22300,21800,22000,8760,69660.0,3166355.0
1999-11-02,23000,23000,22300,22600,8810,71560.0,3166355.0
1999-11-03,23200,23400,22600,23300,8150,73776.0,3166355.0
1999-11-04,23200,23200,22600,23000,6820,72826.0,3166355.0
1999-11-05,23500,23500,22000,22600,5890,71560.0,3166355.0
1999-11-08,22600,22950,22150,22800,5430,72193.0,3166355.0
1999-11-09,22800,23500,22500,23500,13320,74409.0,3166355.0
1999-11-10,24200,24200,23100,23700,19410,75043.0,3166355.0
1999-11-11,23200,23500,22700,23200,12230,73459.0,3166355.0
1999-11-12,23200,23200,22000,22000,11410,69660.0,3166355.0
1999-11-15,22700,22700,21350,21600,7970,68393.0,3166355.0
1999-11-16,21500,21900,21200,21500,8630,68077.0,3166355.0
1999-11-17,21600,21900,21300,21300,5160,67443.0,3166355.0
1999-11-18,21300,21300,20300,20700,2010,65544.0,3166355.0
1999-11-19,20800,21600,20300,20700,12960,65544.0,3166355.0
1999-11-22,22000,22000,20800,21700,21470,68710.0,3166355.0
1999-11-23,21700,21700,20400,20400,13020,64594.0,3166355.0
1999-11-24,20400,21000,20050,20050,10910,63485.0,3166355.0
1999-11-25,20050,20300,19750,20000,15850,63327.0,3166355.0
1999-11-26,19900,20400,19500,19500,13670,61744.0,3166355.0
1999-11-29,19500,19500,18500,18500,3080,58578.0,3166355.0
1999-11-30,18500,20900,18500,20000,8430,63327.0,3166355.0
1999-12-01,20000,20000,18600,19400,4030,61427.0,3166355.0
1999-12-02,19500,19700,19000,19600,20990,62061.0,3166355.0
1999-12-03,19500,19750,19400,19600,11190,62061.0,3166355.0
1999-12-06,20900,20900,19400,19500,11660,61744.0,3166355.0
1999-12-07,19500,19500,18800,18800,6930,59527.0,3166355.0
1999-12-08,18500,19500,18350,19000,4240,60161.0,3166355.0
1999-12-09,19000,19600,19000,19000,5310,60161.0,3166355.0
1999-12-10,18600,20400,18600,20400,7970,64594.0,3166355.0
1999-12-13,20000,20400,19500,20400,64290,64594.0,3166355.0
1999-12-14,21000,23100,20700,21700,48280,68710.0,3166355.0
1999-12-15,21700,21700,20100,20900,10670,66177.0,3166355.0
1999-12-16,20500,21300,20100,20900,6180,66177.0,3166355.0
1999-12-17,20800,20800,19500,20500,20200,64910.0,3166355.0
1999-12-20,20500,20500,20100,20500,6250,64910.0,3166355.0
1999-12-21,20500,20500,19000,19000,4990,60161.0,3166355.0
1999-12-22,19000,19000,18300,18500,2800,58578.0,3166355.0
1999-12-23,18500,18500,16000,16450,11320,52087.0,3166355.0
1999-12-24,16400,17300,15500,15500,18860,49079.0,3166355.0
1999-12-27,16500,16500,15200,15700,15370,49712.0,3166355.0
1999-12-28,15000,16000,14800,15800,5260,50028.0,3166355.0
2000-01-04,15000,16800,15000,16800,1550,53195.0,3166355.0
2000-01-05,16000,16500,16000,16400,2890,51928.0,3166355.0
2000-01-06,16400,16800,15400,16000,2420,50662.0,3166355.0
2000-01-07,16000,16000,15200,15200,900,48129.0,3166355.0
2000-01-10,15500,17300,15500,16500,6320,52245.0,3166355.0
2000-01-11,16500,16500,15500,16000,3850,50662.0,3166355.0
2000-01-12,15350,15800,15000,15250,2590,48287.0,3166355.0
2000-01-13,16000,16100,15250,16000,3380,50662.0,3166355.0
2000-01-14,15500,16000,15250,15300,2580,48445.0,3166355.0
2000-01-17,15450,16000,15300,15300,2190,48445.0,3166355.0
2000-01-18,15100,15400,14450,15000,5030,47495.0,3166355.0
2000-01-19,14500,14800,13700,14500,2520,45912.0,3166355.0
2000-01-20,13500,14500,13000,14400,1820,45596.0,3166355.0
2000-01-21,14000,14500,13500,14500,2240,45912.0,3166355.0
2000-01-24,14000,14200,13500,13600,2750,43062.0,3166355.0
2000-01-25,14500,14500,13600,13800,4880,43696.0,3166355.0
2000-01-26,13800,13800,13300,13300,1070,42113.0,3166355.0
2000-01-27,13350,14250,13350,13950,2170,44171.0,3166355.0
2000-01-28,14000,14100,13950,13950,2750,44171.0,3166355.0
2000-01-31,14000,14750,13100,13500,8770,42746.0,3166355.0
2000-02-01,13650,14500,13650,14100,32840,44646.0,3166355.0
2000-02-02,14300,15900,14300,14900,36120,47179.0,3166355.0
2000-02-03,15800,15800,15000,15250,23790,48287.0,3166355.0
2000-02-07,15250,15700,15000,15200,12790,48129.0,3166355.0
2000-02-08,15400,15400,14650,14700,7760,46545.0,3166355.0
2000-02-09,14800,14800,14150,14150,8060,44804.0,3166355.0
2000-02-10,14100,14100,13700,13700,7940,43379.0,3166355.0
2000-02-11,13700,13700,13200,13400,28560,42429.0,3166355.0
2000-02-14,13400,13400,12000,12000,10410,37996.0,3166355.0
2000-02-15,12000,12350,11200,11800,8040,37363.0,3166355.0
2000-02-16,12100,12400,11000,11500,20830,36413.0,3166355.0
2000-02-17,11700,12000,11000,11300,29490,35780.0,3166355.0
2000-02-18,11300,11500,10800,11150,51250,35305.0,3166355.0
2000-02-21,11300,11500,10550,10550,24580,33405.0,3166355.0
2000-02-22,10700,11300,9990,10950,23530,34672.0,3166355.0
2000-02-23,11100,12550,10800,12550,53760,39738.0,3166355.0
2000-02-24,12500,12500,11250,11700,11350,37046.0,3166355.0
2000-02-25,11700,12100,11200,12000,8770,37996.0,3166355.0
2000-02-28,11100,12950,11100,12200,22250,38630.0,3166355.0
2000-02-29,12500,13700,12500,13000,36180,41163.0,3166355.0
2000-03-02,13000,13000,11400,12350,15790,39104.0,3166355.0
2000-03-03,12500,12600,11800,12150,22630,38471.0,3166355.0
2000-03-06,12150,13700,12150,13600,34370,43062.0,3166355.0
2000-03-07,13700,14200,13000,13500,27300,42746.0,3166355.0
2000-03-08,13500,13750,12800,13700,18480,43379.0,3166355.0
2000-03-09,13900,15750,13700,14700,19320,46545.0,3166355.0
2000-03-10,15200,15200,14000,14850,13590,47020.0,3166355.0
2000-03-13,15100,15700,14300,14900,44250,47179.0,3166355.0
2000-03-14,15100,15400,13550,14300,18490,45279.0,3166355.0
2000-03-15,13750,14200,13500,14000,24030,44329.0,3166355.0
2000-03-16,14300,15800,13850,15300,40730,48445.0,3166355.0
2000-03-17,15200,15400,14200,14200,20890,44962.0,3166355.0
2000-03-20,13900,14500,13900,14050,23110,44487.0,3166355.0
2000-03-21,13600,14800,13600,14600,13530,46229.0,3166355.0
2000-03-22,14100,15600,14100,14700,18090,46545.0,3166355.0
2000-03-23,14800,15100,14400,14600,7820,46229.0,3166355.0
2000-03-24,14300,15300,14100,15000,21290,47495.0,3166355.0
2000-03-27,15600,17250,15500,17250,104620,54620.0,3166355.0
2000-03-28,17550,17900,15550,16000,76030,50662.0,3166355.0
2000-03-29,16200,16500,15400,15500,21470,49079.0,3166355.0
2000-03-30,15100,15450,14000,14400,19740,45596.0,3166355.0
2000-03-31,14400,14700,13500,14200,22660,44962.0,3166355.0
2000-04-03,14200,14200,12500,13100,14380,41479.0,3166355.0
2000-04-04,12600,13000,11800,12200,18780,38630.0,3166355.0
2000-04-06,12000,12500,12000,12000,5320,37996.0,3166355.0
2000-04-07,12000,12600,12000,12500,8860,39579.0,3166355.0
2000-04-10,12500,13400,12500,12750,10040,40371.0,3166355.0
2000-04-11,12300,12600,12150,12150,5960,38471.0,3166355.0
2000-04-12,11900,12550,11900,12100,14400,38313.0,3166355.0
2000-04-14,12100,12400,12000,12000,4130,37996.0,3166355.0
2000-04-17,11050,11650,10500,11100,9180,35147.0,3166355.0
2000-04-18,11000,12300,11000,11450,8720,36255.0,3166355.0
2000-04-19,12500,12500,11100,11900,11250,37680.0,3166355.0
2000-04-20,12000,12000,11200,11250,6230,35621.0,3166355.0
2000-04-21,12700,12700,11500,12200,10610,38630.0,3166355.0
2000-04-24,11700,12000,11700,11900,4190,37680.0,3166355.0
2000-04-25,11700,12000,11500,11500,5800,36413.0,3166355.0
2000-04-26,12400,12400,11400,11400,4560,36096.0,3166355.0
2000-04-27,11200,11500,10900,10900,3440,34513.0,3166355.0
2000-04-28,11000,11700,9500,9500,6790,30080.0,3166355.0
2000-05-02,10800,10900,10800,10900,12730,34513.0,3166355.0
2000-05-03,11000,11900,10600,11500,18510,36413.0,3166355.0
2000-05-04,11500,11650,11150,11650,11970,36888.0,3166355.0
2000-05-08,11650,11650,11200,11450,7940,36255.0,3166355.0
2000-05-09,11000,11450,11000,11400,2910,36096.0,3166355.0
2000-05-10,10600,11750,10600,11500,8200,36413.0,3166355.0
2000-05-12,11600,11850,11200,11800,10350,37363.0,3166355.0
2000-05-15,12300,12300,11200,11600,5860,36730.0,3166355.0
2000-05-16,11600,12100,11200,11650,6460,36888.0,3166355.0
2000-05-17,11650,11650,10350,11050,5050,34988.0,3166355.0
2000-05-18,9700,10500,9700,10500,6090,33247.0,3166355.0
2000-05-19,9900,10500,9700,10000,2890,31664.0,3166355.0
2000-05-22,9510,10000,9510,9900,2060,31347.0,3166355.0
2000-05-23,9900,10000,9450,9460,4000,29954.0,3166355.0
2000-05-24,9400,9590,9150,9550,4860,30239.0,3166355.0
2000-05-25,9650,10450,9590,10300,5630,32613.0,3166355.0
2000-05-26,9600,10000,9500,9500,4000,30080.0,3166355.0
2000-05-29,9400,9700,9400,9600,3440,30397.0,3166355.0
2000-05-30,9600,10100,9400,10000,6140,31664.0,3166355.0
2000-05-31,10300,10600,9810,10600,16240,33563.0,3166355.0
2000-06-01,10900,10900,10100,10200,4580,32297.0,3166355.0
2000-06-02,10300,10600,10200,10500,10710,33247.0,3166355.0
2000-06-05,10500,11200,10200,11200,15730,35463.0,3166355.0
2000-06-07,11300,11800,10800,11800,13300,37363.0,3166355.0
2000-06-08,11800,12000,10250,11000,21780,34830.0,3166355.0
2000-06-09,11000,11000,10050,10900,9930,34513.0,3166355.0
2000-06-12,10700,11100,10300,10600,11630,33563.0,3166355.0
2000-06-13,10700,10950,10250,10300,15450,32613.0,3166355.0
2000-06-14,10400,10500,10050,10350,9460,32772.0,3166355.0
2000-06-15,10200,10200,9500,9500,6700,30080.0,3166355.0
2000-06-16,9510,10000,9230,10000,1580,31664.0,3166355.0
2000-06-19,9900,10200,9500,9500,5150,30080.0,3166355.0
2000-06-20,9700,10200,9510,9610,6520,30429.0,3166355.0
2000-06-21,9650,9990,9630,9640,12150,30524.0,3166355.0
2000-06-22,9700,9860,9610,9650,4770,30555.0,3166355.0
2000-06-23,9790,9790,9500,9550,5690,30239.0,3166355.0
2000-06-26,9780,9890,9460,9760,7660,30904.0,3166355.0
2000-06-27,9800,10600,9800,10450,22090,33088.0,3166355.0
2000-06-28,10300,11500,10300,10300,29040,32613.0,3166355.0
2000-06-29,10700,11200,10500,11000,30190,34830.0,3166355.0
2000-06-30,10700,12650,10500,11700,115000,37046.0,3166355.0
2000-07-03,11650,12300,11600,11700,27470,37046.0,3166355.0
2000-07-04,12300,12300,11400,11500,29340,36413.0,3166355.0
2000-07-05,11600,11600,11100,11600,12090,36730.0,3166355.0
2000-07-06,11300,12400,11200,11900,21950,37680.0,3166355.0
2000-07-07,12300,12950,11700,12600,44560,39896.0,3166355.0
2000-07-10,13200,13500,12450,12600,34480,39896.0,3166355.0
2000-07-11,12800,12800,11800,12000,20790,37996.0,3166355.0
2000-07-12,11550,12450,11550,11800,22710,37363.0,3166355.0
2000-07-13,11900,12700,11500,11900,42280,37680.0,3166355.0
2000-07-14,11700,12200,11350,11700,15280,37046.0,3166355.0
2000-07-18,11650,13450,11200,13450,250680,42587.0,3166355.0
2000-07-19,13700,14900,11700,12700,438810,40213.0,3166355.0
2000-07-20,12900,13400,12000,13300,125520,42113.0,3166355.0
2000-07-21,13300,13800,12300,12300,134520,38946.0,3166355.0
2000-07-24,11900,12100,10550,10550,54430,33405.0,3166355.0
2000-07-25,10150,10600,9850,10300,42760,32613.0,3166355.0
2000-07-26,10600,10750,10300,10350,23180,32772.0,3166355.0
2000-07-27,10400,10500,10100,10100,15230,31980.0,3166355.0
2000-07-28,10150,10300,9900,10000,17780,31664.0,3166355.0
2000-07-31,9230,10200,9230,10000,9700,31664.0,3166355.0
2000-08-01,10100,10450,9900,10200,23870,32297.0,3166355.0
2000-08-02,10300,10500,10050,10350,16310,32772.0,3166355.0
2000-08-03,10500,10500,10000,10200,20460,32297.0,3166355.0
2000-08-04,10050,10300,10000,10000,13890,31664.0,3166355.0
2000-08-07,9720,9940,9710,9750,8960,30872.0,3166355.0
2000-08-08,9600,10000,9530,9800,7100,31030.0,3166355.0
2000-08-09,9560,10000,9560,9890,13820,31315.0,3166355.0
2000-08-10,9900,10350,9850,10200,15440,32297.0,3166355.0
2000-08-11,10300,10700,10000,10300,31740,32613.0,3166355.0
2000-08-14,10350,11400,10300,10700,51510,33880.0,3166355.0
2000-08-16,10750,10900,10400,10700,25910,33880.0,3166355.0
2000-08-17,10550,10700,10100,10200,21380,32297.0,3166355.0
2000-08-18,10200,10400,10000,10000,17070,31664.0,3166355.0
2000-08-21,9900,10300,9900,10200,8930,32297.0,3166355.0
2000-08-22,9910,10300,9910,10200,10380,32297.0,3166355.0
2000-08-23,10200,10200,9950,10000,9340,31664.0,3166355.0
2000-08-24,10300,10300,9750,9990,11830,31632.0,3166355.0
2000-08-25,10050,10050,9700,9950,7880,31505.0,3166355.0
2000-08-28,9850,10050,9800,9950,6100,31505.0,3166355.0
2000-08-29,10050,10150,9850,10100,6570,31980.0,3166355.0
2000-08-30,10200,10200,9940,10150,7310,32139.0,3166355.0
2000-08-31,10000,10000,9800,9890,6630,31315.0,3166355.0
2000-09-01,10000,10250,9900,9950,9580,31505.0,3166355.0
2000-09-04,10150,10700,10000,10400,48050,32930.0,3166355.0
2000-09-05,10600,10600,10250,10450,15270,33088.0,3166355.0
2000-09-06,10450,12000,10300,11400,139760,36096.0,3166355.0
2000-09-07,11200,11550,10600,10900,40690,34513.0,3166355.0
2000-09-08,10750,11000,10400,10400,26380,32930.0,3166355.0
2000-09-14,10450,10600,10000,10350,25510,32772.0,3166355.0
2000-09-15,10400,10700,10100,10200,9170,32297.0,3166355.0
2000-09-18,10000,10100,9000,9800,36610,31030.0,3166355.0
