코리아오토글라스(152330),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-12-29,11600,14350,11600,13600,9947310,272000.0,20000000.0
2015-12-30,13550,17450,13300,15600,5374159,312000.0,20000000.0
2016-01-04,16400,17250,15600,16400,1824250,328000.0,20000000.0
2016-01-05,16250,17000,15800,16350,673803,327000.0,20000000.0
2016-01-06,16800,19200,16450,16500,1756269,330000.0,20000000.0
2016-01-07,17000,18400,16600,18050,1066769,361000.0,20000000.0
2016-01-08,17450,18050,16850,17400,599153,348000.0,20000000.0
2016-01-11,17500,18950,17400,18100,513431,362000.0,20000000.0
2016-01-12,18050,18500,17300,17650,283346,353000.0,20000000.0
2016-01-13,17900,18050,17300,17400,211201,348000.0,20000000.0
2016-01-14,17300,18000,16800,17750,327307,355000.0,20000000.0
2016-01-15,18100,18450,17350,17450,223553,349000.0,20000000.0
2016-01-18,17050,17450,16800,17200,152974,344000.0,20000000.0
2016-01-19,17350,17450,16750,17100,155147,342000.0,20000000.0
2016-01-20,16900,17100,15900,15950,284085,319000.0,20000000.0
2016-01-21,16100,16100,14750,15000,283629,300000.0,20000000.0
2016-01-22,15750,15750,14950,15350,151621,307000.0,20000000.0
2016-01-25,15800,16900,15450,16900,274011,338000.0,20000000.0
2016-01-26,16550,17400,16450,17000,161275,340000.0,20000000.0
2016-01-27,17250,19500,17000,18800,684488,376000.0,20000000.0
2016-01-28,19100,19400,17950,18300,363665,366000.0,20000000.0
2016-01-29,18450,18450,17500,18000,329980,360000.0,20000000.0
2016-02-01,18000,18650,17500,17550,266931,351000.0,20000000.0
2016-02-02,17500,17900,17000,17600,137647,352000.0,20000000.0
2016-02-03,17600,17800,17150,17750,129594,355000.0,20000000.0
2016-02-04,17950,18250,16550,17150,228239,343000.0,20000000.0
2016-02-05,17300,17400,16300,16550,264559,331000.0,20000000.0
2016-02-11,16000,16500,15700,15850,145538,317000.0,20000000.0
2016-02-12,15850,16300,14550,15750,289765,315000.0,20000000.0
2016-02-15,15900,16450,15850,16100,150018,322000.0,20000000.0
2016-02-16,16150,16800,16100,16800,117815,336000.0,20000000.0
2016-02-17,16700,16900,16350,16750,70002,335000.0,20000000.0
2016-02-18,16800,17200,16500,16600,92854,332000.0,20000000.0
2016-02-19,17100,17100,16300,16400,117183,328000.0,20000000.0
2016-02-22,16300,16600,16150,16500,95965,330000.0,20000000.0
2016-02-23,16550,17300,16550,17200,265451,344000.0,20000000.0
2016-02-24,17250,17750,17000,17500,162750,350000.0,20000000.0
2016-02-25,17600,17600,17000,17150,94758,343000.0,20000000.0
2016-02-26,17150,17450,16550,16800,107644,336000.0,20000000.0
2016-02-29,16800,17200,16550,17050,74293,341000.0,20000000.0
2016-03-02,17050,17300,16500,16950,115141,339000.0,20000000.0
2016-03-03,16800,16900,16400,16400,98745,328000.0,20000000.0
2016-03-04,16300,16700,15950,16600,121091,332000.0,20000000.0
2016-03-07,16350,16750,16200,16350,44375,327000.0,20000000.0
2016-03-08,16350,16500,16150,16350,67335,327000.0,20000000.0
2016-03-09,16150,16450,16100,16300,82304,326000.0,20000000.0
2016-03-10,16200,16450,16200,16400,37512,328000.0,20000000.0
2016-03-11,16500,16500,16100,16200,31203,324000.0,20000000.0
2016-03-14,16200,16250,16000,16150,59487,323000.0,20000000.0
2016-03-15,16300,16500,16150,16300,55334,326000.0,20000000.0
2016-03-16,16200,16350,16100,16200,29361,324000.0,20000000.0
2016-03-17,16550,17500,16550,17300,361888,346000.0,20000000.0
2016-03-18,17300,17300,16850,16950,97701,339000.0,20000000.0
2016-03-21,16950,17350,16900,16900,71971,338000.0,20000000.0
2016-03-22,16900,17250,16850,17100,92547,342000.0,20000000.0
2016-03-23,17100,17500,16750,17350,141995,347000.0,20000000.0
2016-03-24,17500,17800,17350,17450,101855,349000.0,20000000.0
2016-03-25,17600,17950,16900,17100,132788,342000.0,20000000.0
2016-03-28,17300,17300,16050,16850,172482,337000.0,20000000.0
2016-03-29,16700,17300,16600,17000,102453,340000.0,20000000.0
2016-03-30,17000,17250,16800,17150,57753,343000.0,20000000.0
2016-03-31,17100,17200,16850,16950,52243,339000.0,20000000.0
2016-04-01,16900,17100,16550,16600,64813,332000.0,20000000.0
2016-04-04,16550,16800,16500,16550,45167,331000.0,20000000.0
2016-04-05,16550,16900,16400,16700,40186,334000.0,20000000.0
2016-04-06,16600,16750,16500,16700,50258,334000.0,20000000.0
2016-04-07,16700,16800,16500,16600,63253,332000.0,20000000.0
2016-04-08,16550,17500,16450,17300,190034,346000.0,20000000.0
2016-04-11,17500,18200,17250,17950,380535,359000.0,20000000.0
2016-04-12,17950,18250,17600,18050,196818,361000.0,20000000.0
2016-04-14,17900,18150,17200,17300,177299,346000.0,20000000.0
2016-04-15,17150,17950,17150,17900,146394,358000.0,20000000.0
2016-04-18,18000,18050,17450,17750,106292,355000.0,20000000.0
2016-04-19,17800,18000,17600,17950,93146,359000.0,20000000.0
2016-04-20,18000,18000,17550,17550,89246,351000.0,20000000.0
2016-04-21,17800,17850,17450,17750,83759,355000.0,20000000.0
2016-04-22,17800,17800,17300,17600,49831,352000.0,20000000.0
2016-04-25,17500,17600,17300,17550,68085,351000.0,20000000.0
2016-04-26,17600,17600,17300,17500,55707,350000.0,20000000.0
2016-04-27,17400,17800,17350,17500,62293,350000.0,20000000.0
2016-04-28,17550,17650,17100,17150,100542,343000.0,20000000.0
2016-04-29,17100,17350,17000,17300,49539,346000.0,20000000.0
2016-05-02,17150,17450,16900,17000,69442,340000.0,20000000.0
2016-05-03,17000,17150,16900,16900,42028,338000.0,20000000.0
2016-05-04,17050,17050,16600,16900,39726,338000.0,20000000.0
2016-05-09,16900,16900,16700,16900,19278,338000.0,20000000.0
2016-05-10,16800,17400,16750,17250,40515,345000.0,20000000.0
2016-05-11,17250,17450,17150,17450,50673,349000.0,20000000.0
2016-05-12,17500,17750,17050,17500,64096,350000.0,20000000.0
2016-05-13,18500,19200,18200,19150,983618,383000.0,20000000.0
2016-05-16,19000,19800,18850,19650,527534,393000.0,20000000.0
2016-05-17,19900,20250,19400,20200,334075,404000.0,20000000.0
2016-05-18,20000,21950,19550,20800,426270,416000.0,20000000.0
2016-05-19,20600,22000,19900,20350,519798,407000.0,20000000.0
2016-05-20,20300,20600,19600,20000,235142,400000.0,20000000.0
2016-05-23,20100,20400,19650,20300,164736,406000.0,20000000.0
2016-05-24,21050,21550,19950,20350,376886,407000.0,20000000.0
2016-05-25,20250,21250,19850,21100,231091,422000.0,20000000.0
2016-05-26,21300,22550,21050,22200,416695,444000.0,20000000.0
2016-05-27,22400,22400,21300,21600,248993,432000.0,20000000.0
2016-05-30,21300,21750,21050,21350,151011,427000.0,20000000.0
2016-05-31,21300,22000,21100,21450,170122,429000.0,20000000.0
2016-06-01,21500,22150,21400,21600,123119,432000.0,20000000.0
2016-06-02,21750,21750,21000,21350,105521,427000.0,20000000.0
2016-06-03,21200,21450,21200,21250,41214,425000.0,20000000.0
2016-06-07,21300,22500,21200,22300,152243,446000.0,20000000.0
2016-06-08,22000,22300,21450,21500,101191,430000.0,20000000.0
2016-06-09,21450,21450,20900,21200,99785,424000.0,20000000.0
2016-06-10,21200,21850,20950,21050,120173,421000.0,20000000.0
2016-06-13,21000,21350,20700,21050,98082,421000.0,20000000.0
2016-06-14,21050,21300,20400,20550,103166,411000.0,20000000.0
2016-06-15,20500,21000,20150,20900,96260,418000.0,20000000.0
2016-06-16,20900,21150,20800,21050,64759,421000.0,20000000.0
2016-06-17,20800,21350,20500,21100,56977,422000.0,20000000.0
2016-06-20,21350,21350,20800,21250,76003,425000.0,20000000.0
2016-06-21,21450,21450,20650,20700,47224,414000.0,20000000.0
2016-06-22,20800,21250,20450,21100,71392,422000.0,20000000.0
2016-06-23,20850,21100,20200,20650,67092,413000.0,20000000.0
2016-06-24,20700,20800,19150,19950,185397,399000.0,20000000.0
2016-06-27,19200,20850,18900,20750,132116,415000.0,20000000.0
2016-06-28,20600,21450,20300,20850,99444,417000.0,20000000.0
2016-06-29,21200,21200,20650,21000,40059,420000.0,20000000.0
2016-06-30,21050,21100,20600,20800,73772,416000.0,20000000.0
2016-07-01,21000,21500,20700,21300,69189,426000.0,20000000.0
2016-07-04,21750,22000,21350,21900,110901,438000.0,20000000.0
2016-07-05,21800,21900,21200,21800,59582,436000.0,20000000.0
2016-07-06,22050,22050,21150,21550,60074,431000.0,20000000.0
2016-07-07,21700,21900,21550,21650,40277,433000.0,20000000.0
2016-07-08,21850,21850,21400,21450,48833,429000.0,20000000.0
2016-07-11,21800,21900,21450,21800,41792,436000.0,20000000.0
2016-07-12,21800,21950,21450,21750,36024,435000.0,20000000.0
2016-07-13,21750,22000,21650,21700,32496,434000.0,20000000.0
2016-07-14,21550,21900,21350,21900,54728,438000.0,20000000.0
2016-07-15,21800,23450,21800,23000,212666,460000.0,20000000.0
2016-07-18,23450,23450,22300,22450,131707,449000.0,20000000.0
2016-07-19,22500,22850,22150,22350,87791,447000.0,20000000.0
2016-07-20,22050,23500,21550,23100,126555,462000.0,20000000.0
2016-07-21,23400,24050,22800,23450,125496,469000.0,20000000.0
2016-07-22,23450,24000,23350,23800,80220,476000.0,20000000.0
2016-07-25,24050,24350,23600,23800,73754,476000.0,20000000.0
2016-07-26,23800,24000,23450,23550,54114,471000.0,20000000.0
2016-07-27,24100,24300,23150,23500,85567,470000.0,20000000.0
2016-07-28,23250,23650,22850,23500,82057,470000.0,20000000.0
2016-07-29,23500,23800,23000,23250,75003,465000.0,20000000.0
2016-08-01,23500,23950,23100,23600,52635,472000.0,20000000.0
2016-08-02,24000,24000,23350,23500,57037,470000.0,20000000.0
2016-08-03,23500,23500,22800,22900,71807,458000.0,20000000.0
2016-08-04,22900,23400,22900,23300,34769,466000.0,20000000.0
2016-08-05,23300,23450,22850,22950,82579,459000.0,20000000.0
2016-08-08,22900,23100,22250,22300,80584,446000.0,20000000.0
2016-08-09,22150,23350,22150,23050,57241,461000.0,20000000.0
2016-08-10,22900,23700,22750,23400,53351,468000.0,20000000.0
2016-08-11,23100,23900,23000,23600,51552,472000.0,20000000.0
2016-08-12,23200,23600,23050,23200,45456,464000.0,20000000.0
2016-08-16,23450,23450,21350,21500,236803,430000.0,20000000.0
2016-08-17,20950,21850,20950,21150,156455,423000.0,20000000.0
2016-08-18,21050,21700,20550,21250,86491,425000.0,20000000.0
2016-08-19,21000,21050,19500,19650,321336,393000.0,20000000.0
2016-08-22,19650,20250,19000,19550,138518,391000.0,20000000.0
2016-08-23,19500,19700,19250,19650,77622,393000.0,20000000.0
2016-08-24,19550,20800,19450,20800,113601,416000.0,20000000.0
2016-08-25,20800,20800,20100,20300,65438,406000.0,20000000.0
2016-08-26,20250,20300,19550,19750,72561,395000.0,20000000.0
2016-08-29,19500,19700,18450,18800,203020,376000.0,20000000.0
2016-08-30,18850,19450,18600,18650,98266,373000.0,20000000.0
2016-08-31,18950,19200,18600,19050,66348,381000.0,20000000.0
2016-09-01,19000,19200,18600,19150,81076,383000.0,20000000.0
2016-09-02,19150,19200,18800,19000,54645,380000.0,20000000.0
2016-09-05,19050,19300,18750,19000,32069,380000.0,20000000.0
2016-09-06,19100,19250,18850,19000,32128,380000.0,20000000.0
2016-09-07,18950,19200,18750,18800,47502,376000.0,20000000.0
2016-09-08,18650,18950,18300,18950,56464,379000.0,20000000.0
2016-09-09,18700,18700,17950,18100,99942,362000.0,20000000.0
2016-09-12,17500,17850,17400,17550,120608,351000.0,20000000.0
2016-09-13,17600,18300,17600,17850,51770,357000.0,20000000.0
2016-09-19,17900,18450,17900,18450,45026,369000.0,20000000.0
2016-09-20,18500,19150,18500,19000,63281,380000.0,20000000.0
2016-09-21,18800,19100,18450,18650,66952,373000.0,20000000.0
2016-09-22,18800,19300,18500,18800,57310,376000.0,20000000.0
