한솔케미칼(014680),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-05-21,11225,11631,10655,11631,94270,87030.0,6085997.0
1999-05-24,12119,12607,11835,12444,285250,93116.0,6085997.0
1999-05-25,12689,12933,12201,12282,152480,91899.0,6085997.0
1999-05-26,12770,13787,12485,13420,332990,100419.0,6085997.0
1999-05-27,13584,13584,12974,12973,190710,97072.0,6085997.0
1999-05-28,12852,13340,12363,12851,116090,96159.0,6085997.0
1999-05-31,12852,13096,12445,12444,65390,93116.0,6085997.0
1999-06-01,12119,12445,11916,12241,72350,91594.0,6085997.0
1999-06-02,12445,12567,12038,12444,105820,93116.0,6085997.0
1999-06-03,12404,12607,11875,12200,71050,91290.0,6085997.0
1999-06-04,12201,12282,11957,11956,78540,89464.0,6085997.0
1999-06-07,12079,12526,12079,12282,139700,91899.0,6085997.0
1999-06-08,12323,13096,12201,12932,262030,96767.0,6085997.0
1999-06-09,12689,13218,12201,12200,215120,91290.0,6085997.0
1999-06-10,12038,12363,11957,12200,99490,91290.0,6085997.0
1999-06-11,12201,12485,11957,12119,116250,90681.0,6085997.0
1999-06-14,11875,12241,11835,11997,118060,89768.0,6085997.0
1999-06-15,12038,12038,11184,11265,94470,84291.0,6085997.0
1999-06-16,11265,11753,11265,11631,81980,87030.0,6085997.0
1999-06-17,11957,12567,11713,12282,193160,91899.0,6085997.0
1999-06-18,12526,13584,12445,13298,674100,99506.0,6085997.0
1999-06-21,13502,13990,12852,13786,411770,103158.0,6085997.0
1999-06-22,13665,14153,13340,13502,261140,101028.0,6085997.0
1999-06-23,13421,15414,13421,13827,1003880,103462.0,6085997.0
1999-06-24,14316,14478,13096,13095,462190,97985.0,6085997.0
1999-06-25,13421,13502,13014,13095,165070,97985.0,6085997.0
1999-06-28,13014,13421,12770,12851,141800,96159.0,6085997.0
1999-06-29,12648,12852,12445,12526,116060,93724.0,6085997.0
1999-06-30,12648,13258,12607,13014,191560,97376.0,6085997.0
1999-07-01,13096,13421,12689,13339,303560,99810.0,6085997.0
1999-07-02,13746,13787,13096,13095,215480,97985.0,6085997.0
1999-07-05,13340,13665,13096,13095,250900,97985.0,6085997.0
1999-07-06,13258,13421,12852,13380,217630,100115.0,6085997.0
1999-07-07,13380,13665,13218,13380,284060,100115.0,6085997.0
1999-07-08,13665,14641,13665,14396,627860,107722.0,6085997.0
1999-07-09,14478,14885,13990,14518,394900,108635.0,6085997.0
1999-07-12,15454,15617,14316,14315,548400,107114.0,6085997.0
1999-07-13,14560,14641,13665,13827,258280,103462.0,6085997.0
1999-07-14,14072,14072,13177,13258,171390,99202.0,6085997.0
1999-07-15,12770,13421,12770,13176,189140,98593.0,6085997.0
1999-07-16,13340,14478,13258,14234,697910,106505.0,6085997.0
1999-07-19,15048,15048,14234,14478,466320,108331.0,6085997.0
1999-07-20,14478,14560,14072,14071,215330,105288.0,6085997.0
1999-07-21,13828,14153,13421,13461,153880,100723.0,6085997.0
1999-07-22,13096,13828,13096,13664,175100,102245.0,6085997.0
1999-07-23,13665,13665,12607,12770,128160,95550.0,6085997.0
1999-07-26,12770,13014,11550,11550,116090,86421.0,6085997.0
1999-07-27,11794,12526,11672,12444,127970,93116.0,6085997.0
1999-07-28,12404,12770,12201,12485,110240,93420.0,6085997.0
1999-07-29,12567,12811,12485,12526,127030,93724.0,6085997.0
1999-07-30,12567,12811,12119,12200,136030,91290.0,6085997.0
1999-08-02,12038,13258,11875,13014,242470,97376.0,6085997.0
1999-08-03,13340,13746,13258,13502,224550,101028.0,6085997.0
1999-08-04,13665,13990,13258,13624,220950,101940.0,6085997.0
1999-08-05,13584,13624,12852,13624,208430,101940.0,6085997.0
1999-08-06,13055,13543,13055,13176,277160,98593.0,6085997.0
1999-08-09,12468,12941,12374,12846,136620,82770.0,6085997.0
1999-08-10,12657,12752,12280,12279,84610,79118.0,6085997.0
1999-08-11,11996,12280,11996,12279,79480,79118.0,6085997.0
1999-08-12,12468,13319,11996,12468,79190,80335.0,6085997.0
1999-08-13,12374,12610,12091,12468,126010,80335.0,6085997.0
1999-08-16,12043,12327,12043,12137,31930,78205.0,6085997.0
1999-08-17,12138,12280,11335,11334,51290,73032.0,6085997.0
1999-08-18,11240,11618,10438,10862,65700,69989.0,6085997.0
1999-08-19,11335,11429,10957,11240,59360,72423.0,6085997.0
1999-08-20,11240,11760,11240,11712,46810,75466.0,6085997.0
1999-08-23,11335,12091,11335,11996,54040,77292.0,6085997.0
1999-08-24,11996,12280,11429,12090,86920,77901.0,6085997.0
1999-08-25,11996,13177,11807,12704,431590,81857.0,6085997.0
1999-08-26,12846,13035,12280,12515,130640,80639.0,6085997.0
1999-08-27,12374,12657,11807,12090,92480,77901.0,6085997.0
1999-08-30,11807,12185,11524,11996,103080,77292.0,6085997.0
1999-08-31,11713,11854,11193,11618,108070,74858.0,6085997.0
1999-09-01,11807,11807,10863,10862,129280,69989.0,6085997.0
1999-09-02,10390,10579,9540,9918,166150,63903.0,6085997.0
1999-09-03,9918,10013,9380,9823,155680,63294.0,6085997.0
1999-09-06,10249,10815,10107,10248,190150,66033.0,6085997.0
1999-09-07,10249,10249,9776,9918,101500,63903.0,6085997.0
1999-09-08,10107,10249,9824,10059,98640,64816.0,6085997.0
1999-09-09,9918,10390,9729,10201,158240,65729.0,6085997.0
1999-09-10,10201,10390,9918,10012,159200,64512.0,6085997.0
1999-09-13,10249,10249,9729,9729,169920,62686.0,6085997.0
1999-09-14,9918,9965,9729,9823,140890,63294.0,6085997.0
1999-09-15,9918,10532,9918,10295,215330,66337.0,6085997.0
1999-09-16,10390,10674,10154,10295,166560,66337.0,6085997.0
1999-09-17,10296,10579,10060,10106,128850,65120.0,6085997.0
1999-09-20,10107,10390,10013,10295,115670,66337.0,6085997.0
1999-09-21,10013,10343,10013,10106,114440,65120.0,6085997.0
1999-09-22,10201,10249,9776,9776,125890,62990.0,6085997.0
1999-09-27,9918,10013,9351,9351,90600,60251.0,6085997.0
1999-09-28,9370,9635,9059,9058,70160,58365.0,6085997.0
1999-09-29,8690,8973,8492,8491,90550,54713.0,6085997.0
1999-09-30,8690,8690,8123,8123,72000,52340.0,6085997.0
1999-10-01,8123,8218,7377,7641,107180,49236.0,6085997.0
1999-10-04,7698,7840,7481,7481,109470,81942.0,10346194.0
1999-10-05,7566,7604,6990,6989,89600,76562.0,10346194.0
1999-10-06,6990,7273,6669,7273,200330,79666.0,10346194.0
1999-10-07,7368,7727,7084,7660,252680,83908.0,10346194.0
1999-10-08,7651,8019,7509,7840,250320,85873.0,10346194.0
1999-10-11,7746,7982,7698,7698,174170,84321.0,10346194.0
1999-10-12,7585,8407,7566,8397,296740,91978.0,10346194.0
1999-10-13,8218,8293,7887,8123,185780,88977.0,10346194.0
1999-10-14,7934,8312,7934,8076,116840,88460.0,10346194.0
1999-10-15,8265,8265,7859,7934,127830,86908.0,10346194.0
1999-10-18,7566,7934,7462,7462,120600,81735.0,10346194.0
1999-10-19,7566,7698,7283,7320,96830,80183.0,10346194.0
1999-10-20,7566,8057,7472,8028,331400,87943.0,10346194.0
1999-10-21,8123,8633,8123,8180,543320,89598.0,10346194.0
1999-10-22,8303,8388,7859,7953,168940,87115.0,10346194.0
1999-10-25,8029,8123,7509,7518,135320,82356.0,10346194.0
1999-10-26,7254,7698,7254,7547,93640,82666.0,10346194.0
1999-10-27,7273,7670,7273,7414,74300,81218.0,10346194.0
1999-10-28,7405,7642,7283,7584,91760,83080.0,10346194.0
1999-10-29,7698,7746,7557,7584,120120,83080.0,10346194.0
1999-11-01,7746,8029,7698,7962,155170,87218.0,10346194.0
1999-11-02,8010,8312,7934,8132,216170,89081.0,10346194.0
1999-11-03,8171,8293,7953,8208,183740,89908.0,10346194.0
1999-11-04,8312,8397,8161,8246,244750,90322.0,10346194.0
1999-11-05,8312,8388,8048,8312,269320,91047.0,10346194.0
1999-11-08,8360,8785,8360,8491,528900,93012.0,10346194.0
1999-11-09,8501,8681,8416,8529,253250,93426.0,10346194.0
1999-11-10,8973,8973,8407,8453,341240,92598.0,10346194.0
1999-11-11,8501,8690,8360,8501,350310,93116.0,10346194.0
1999-11-12,8690,8766,8265,8453,260090,92598.0,10346194.0
1999-11-15,8265,8492,8133,8387,208840,91874.0,10346194.0
1999-11-16,8454,8501,8312,8312,217550,91047.0,10346194.0
1999-11-17,8171,9540,8029,9067,1034360,99323.0,10346194.0
1999-11-18,8983,9068,7887,8217,345880,90012.0,10346194.0
1999-11-19,8360,8360,8019,8217,337130,90012.0,10346194.0
1999-11-22,8265,8596,8218,8302,166460,90943.0,10346194.0
1999-11-23,8265,8265,8029,8028,160710,87943.0,10346194.0
1999-11-24,8029,8029,7566,7764,151030,85046.0,10346194.0
1999-11-25,7566,8218,7566,7660,260280,83908.0,10346194.0
1999-11-26,7576,7651,6801,6895,179780,75527.0,10346194.0
1999-11-29,7368,7368,6801,7084,215990,77596.0,10346194.0
1999-11-30,7084,7557,7084,7556,171550,82770.0,10346194.0
1999-12-01,7557,8001,7557,7745,177150,84839.0,10346194.0
1999-12-02,7604,8454,7604,7622,204520,83494.0,10346194.0
1999-12-03,7698,7925,7566,7622,132660,83494.0,10346194.0
1999-12-06,7661,8766,7651,8765,1076400,96013.0,10346194.0
1999-12-07,8803,9342,7670,7887,1616600,86391.0,10346194.0
1999-12-08,8218,8218,7557,7754,416850,84942.0,10346194.0
1999-12-09,7934,8917,7934,8916,925910,97668.0,10346194.0
1999-12-10,9399,10249,9257,9634,1995870,105531.0,10346194.0
1999-12-13,9918,11052,9304,11051,1300010,121050.0,10346194.0
1999-12-14,11429,12468,10674,11146,1722930,122085.0,10346194.0
1999-12-15,10768,11052,9682,10295,855740,112774.0,10346194.0
1999-12-16,10485,10957,9918,10201,553970,111739.0,10346194.0
1999-12-17,10201,10390,9125,9445,351600,103462.0,10346194.0
1999-12-20,9446,9824,8785,8973,361080,98289.0,10346194.0
1999-12-21,8879,9210,8227,8227,370920,90115.0,10346194.0
1999-12-22,8265,8407,7415,7840,477060,85873.0,10346194.0
1999-12-23,7934,8501,7746,7981,381220,87425.0,10346194.0
1999-12-24,7840,8208,7670,7726,206160,84632.0,10346194.0
1999-12-27,7746,8265,7746,7840,391410,85873.0,10346194.0
1999-12-28,7840,7925,7349,7840,237060,85873.0,10346194.0
2000-01-04,7700,8900,7560,8100,240170,83804.0,10346194.0
2000-01-05,7900,8050,7520,7550,202170,78114.0,10346194.0
2000-01-06,7900,7900,7150,7200,151260,74493.0,10346194.0
2000-01-07,7200,7600,7060,7450,242670,77079.0,10346194.0
2000-01-10,7550,7980,7500,7850,299460,81218.0,10346194.0
2000-01-11,7800,7800,7450,7500,313520,77596.0,10346194.0
2000-01-12,7450,7450,7110,7130,180970,73768.0,10346194.0
2000-01-13,7200,7200,6750,6900,214010,71389.0,10346194.0
2000-01-14,6900,7100,6720,7000,221620,72423.0,10346194.0
2000-01-17,7000,7200,6870,7050,254300,72941.0,10346194.0
2000-01-18,7190,7600,7000,7100,559650,73458.0,10346194.0
2000-01-19,6910,7000,6350,6640,243070,68699.0,10346194.0
2000-01-20,6500,6630,6110,6230,160670,64457.0,10346194.0
2000-01-21,5930,6490,5700,6340,511160,65595.0,10346194.0
2000-01-24,6000,6400,6000,6170,258430,63836.0,10346194.0
2000-01-25,6150,6150,5800,5800,248290,60008.0,10346194.0
2000-01-26,6000,6670,5890,6670,600520,69009.0,10346194.0
2000-01-27,7390,7480,6700,6990,1447400,72320.0,10346194.0
2000-01-28,7000,7150,6640,6820,305210,70561.0,10346194.0
2000-01-31,6820,7190,6740,6800,234460,70354.0,10346194.0
2000-02-01,6870,6940,6550,6700,227800,69319.0,10346194.0
2000-02-02,6330,7000,6330,6870,305540,71078.0,10346194.0
2000-02-03,7000,7600,6920,7200,460870,74493.0,10346194.0
2000-02-07,7270,7270,6900,6980,319100,72216.0,10346194.0
2000-02-08,7010,7200,6760,6800,236380,70354.0,10346194.0
2000-02-09,6780,6940,6610,6650,268040,68802.0,10346194.0
2000-02-10,6510,6700,6250,6250,194540,64664.0,10346194.0
2000-02-11,6250,6400,5970,6100,196620,63112.0,10346194.0
2000-02-14,6160,6200,5800,5800,134340,60008.0,10346194.0
2000-02-15,6250,6250,5600,5700,153720,58973.0,10346194.0
2000-02-16,5750,5970,5500,5650,180700,58456.0,10346194.0
2000-02-17,5650,5800,5500,5750,236080,59491.0,10346194.0
2000-02-18,5800,6290,5750,6000,313310,62077.0,10346194.0
2000-02-21,6000,6190,5700,5700,190360,58973.0,10346194.0
2000-02-22,5510,5790,5360,5570,206070,57628.0,10346194.0
2000-02-23,6400,6400,6400,6400,114860,66216.0,10346194.0
2000-02-24,7020,7100,6490,6600,723010,68285.0,10346194.0
2000-02-25,6600,6990,6210,6950,430450,71906.0,10346194.0
2000-02-28,6560,7550,6520,7000,502340,72423.0,10346194.0
2000-02-29,7200,7350,6500,6700,271480,69319.0,10346194.0
2000-03-02,6810,7100,6400,6880,353370,71182.0,10346194.0
2000-03-03,7000,7200,6720,6850,389780,70871.0,10346194.0
2000-03-06,7150,7870,7000,7870,727230,81425.0,10346194.0
2000-03-07,7900,8200,7530,7800,560130,80700.0,10346194.0
2000-03-08,7600,8170,7490,8000,468820,82770.0,10346194.0
2000-03-09,7900,8650,7810,8310,778670,85977.0,10346194.0
2000-03-10,8350,8350,7810,7900,404050,81735.0,10346194.0
2000-03-13,7890,8450,7750,7950,799830,82252.0,10346194.0
2000-03-14,8150,8250,7190,7300,402410,75527.0,10346194.0
2000-03-15,7200,7200,6860,7200,305390,74493.0,10346194.0
2000-03-16,7560,7560,6920,7350,261850,76045.0,10346194.0
2000-03-17,7370,7490,7010,7010,268330,72527.0,10346194.0
2000-03-20,7010,7070,6650,6710,208550,69423.0,10346194.0
2000-03-21,6530,6700,6280,6300,215270,65181.0,10346194.0
2000-03-22,6300,6580,6200,6390,294100,66112.0,10346194.0
2000-03-23,6550,6580,6270,6300,224010,65181.0,10346194.0
2000-03-24,6500,6720,6300,6350,271830,65698.0,10346194.0
2000-03-27,6550,6690,6450,6500,250020,67250.0,10346194.0
2000-03-28,6680,6680,6390,6400,158670,66216.0,10346194.0
2000-03-29,6500,6790,6300,6300,300720,65181.0,10346194.0
2000-03-30,6310,6500,6010,6100,171630,63112.0,10346194.0
2000-03-31,6150,6240,6020,6040,155830,62491.0,10346194.0
2000-04-03,6060,6200,5700,5730,196880,59284.0,10346194.0
2000-04-04,5750,5970,5690,5960,187420,61663.0,10346194.0
2000-04-06,5970,6210,5900,6210,147160,64250.0,10346194.0
2000-04-07,6300,6580,6260,6580,417810,68078.0,10346194.0
2000-04-10,6610,6780,6610,6760,301120,69940.0,10346194.0
2000-04-11,6790,6850,6250,6510,256080,67354.0,10346194.0
2000-04-12,6550,6950,6510,6800,488930,70354.0,10346194.0
2000-04-14,6800,6820,6350,6700,221380,73440.0,10961265.0
2000-04-17,6020,6150,5700,5700,152660,62479.0,10961265.0
2000-04-18,6050,6300,5850,6250,324900,68508.0,10961265.0
2000-04-19,6270,6900,6120,6500,677050,71248.0,10961265.0
2000-04-20,6650,6780,6260,6400,364040,70152.0,10961265.0
2000-04-21,6500,6540,6230,6400,188080,70152.0,10961265.0
2000-04-24,6300,6460,6300,6450,145480,70700.0,10961265.0
2000-04-25,6160,6370,6160,6210,97620,68069.0,10961265.0
2000-04-26,6230,6390,6000,6100,268000,66864.0,10961265.0
2000-04-27,5710,6050,5600,5700,96680,62479.0,10961265.0
2000-04-28,5610,5830,5600,5740,119660,62918.0,10961265.0
2000-05-02,5610,5800,5550,5700,113630,62479.0,10961265.0
2000-05-03,5850,5850,5570,5570,146560,61054.0,10961265.0
2000-05-04,5650,5650,5450,5490,191500,60177.0,10961265.0
2000-05-08,5550,5670,5520,5560,137980,60945.0,10961265.0
2000-05-09,5500,5660,5450,5530,96710,60616.0,10961265.0
2000-05-10,5530,5620,5420,5430,116190,59520.0,10961265.0
2000-05-12,5310,5460,5050,5130,180410,56231.0,10961265.0
2000-05-15,5050,5050,4500,4555,154510,49929.0,10961265.0
2000-05-16,4595,4600,4350,4520,88420,49545.0,10961265.0
2000-05-17,4740,4800,4000,4000,210340,43845.0,10961265.0
2000-05-18,4200,4200,3700,4000,192710,43845.0,10961265.0
2000-05-19,4180,4180,3830,4050,170210,44393.0,10961265.0
2000-05-22,4250,4250,3935,3970,194190,43516.0,10961265.0
2000-05-23,3955,3990,3610,3715,92290,40721.0,10961265.0
2000-05-24,3730,4000,3410,3770,267730,41324.0,10961265.0
2000-05-25,3890,4250,3700,4150,233640,45489.0,10961265.0
2000-05-26,4150,4250,3900,3900,219980,42749.0,10961265.0
2000-05-29,3710,4050,3500,3990,115190,43735.0,10961265.0
2000-05-30,3980,4180,3980,4180,162480,45818.0,10961265.0
2000-05-31,4330,4485,4210,4480,355100,49106.0,10961265.0
2000-06-01,4500,4500,4220,4260,159980,46695.0,10961265.0
2000-06-02,4300,4400,4020,4210,222720,46147.0,10961265.0
2000-06-05,4235,4610,4235,4495,333280,49271.0,10961265.0
2000-06-07,4505,5100,4430,4950,576740,54258.0,10961265.0
2000-06-08,5050,5200,4590,4900,361260,53710.0,10961265.0
2000-06-09,4910,5000,4700,5000,257180,54806.0,10961265.0
2000-06-12,5100,5300,4910,5170,477030,56670.0,10961265.0
2000-06-13,5020,5090,4500,4500,160380,49326.0,10961265.0
2000-06-14,4200,4640,4200,4390,116930,48120.0,10961265.0
2000-06-15,4250,4695,4150,4200,191590,46037.0,10961265.0
2000-06-16,4200,4280,4110,4150,103850,45489.0,10961265.0
2000-06-19,4025,4140,4010,4010,68590,43955.0,10961265.0
2000-06-20,3950,4100,3950,4080,102060,44722.0,10961265.0
2000-06-21,4000,4250,4000,4100,130730,44941.0,10961265.0
2000-06-22,4180,4710,3950,4240,194020,46476.0,10961265.0
2000-06-23,4120,4250,4100,4200,65850,46037.0,10961265.0
2000-06-26,4110,4250,4100,4195,79800,45983.0,10961265.0
2000-06-27,4200,4395,4200,4370,128790,47901.0,10961265.0
2000-06-28,4280,4400,4250,4390,118570,48120.0,10961265.0
2000-06-29,4390,4400,4200,4300,109830,47133.0,10961265.0
2000-06-30,4280,4320,4180,4230,136920,46366.0,10961265.0
2000-07-03,4230,4450,4230,4450,131890,48778.0,10961265.0
2000-07-04,4500,4800,4450,4500,240650,49326.0,10961265.0
2000-07-05,4550,4550,4305,4430,93560,48558.0,10961265.0
2000-07-06,4400,4700,4320,4560,215210,49983.0,10961265.0
2000-07-07,4650,4870,4600,4785,216230,52450.0,10961265.0
2000-07-10,4780,5170,4740,4995,273640,54752.0,10961265.0
2000-07-11,4990,5000,4840,4840,231950,53053.0,10961265.0
2000-07-12,4790,4840,4560,4695,210070,51463.0,10961265.0
2000-07-13,4705,4705,4560,4660,116070,51079.0,10961265.0
2000-07-14,4600,4900,4570,4730,525730,51847.0,10961265.0
2000-07-18,4795,4800,4565,4565,174380,50038.0,10961265.0
2000-07-19,4620,4620,4215,4225,125530,46311.0,10961265.0
2000-07-20,3950,4220,3950,4090,90170,44832.0,10961265.0
2000-07-21,4000,4240,4000,4080,115560,44722.0,10961265.0
2000-07-24,4120,4195,3920,3940,137350,43187.0,10961265.0
2000-07-25,3995,3995,3850,3935,69970,43133.0,10961265.0
2000-07-26,3970,4030,3880,3935,42470,43133.0,10961265.0
2000-07-27,3900,3980,3880,3930,48600,43078.0,10961265.0
2000-07-28,3930,3930,3810,3810,47370,41762.0,10961265.0
2000-07-31,3735,3830,3700,3770,46890,41324.0,10961265.0
2000-08-01,3840,3900,3760,3885,56450,42585.0,10961265.0
2000-08-02,3850,3930,3790,3830,148980,41982.0,10961265.0
2000-08-03,3855,3880,3800,3880,107030,42530.0,10961265.0
2000-08-04,3850,4000,3835,3910,127950,42859.0,10961265.0
2000-08-07,3880,3900,3800,3800,47880,41653.0,10961265.0
2000-08-08,3750,3850,3705,3750,105010,41105.0,10961265.0
2000-08-09,3720,3870,3720,3870,42400,42420.0,10961265.0
2000-08-10,3810,3895,3770,3835,31430,42036.0,10961265.0
2000-08-11,3900,3925,3755,3850,84960,42201.0,10961265.0
2000-08-14,3890,4040,3890,4010,199560,43955.0,10961265.0
2000-08-16,4090,4100,3965,4000,74680,43845.0,10961265.0
2000-08-17,4000,4000,3770,3810,161220,41762.0,10961265.0
2000-08-18,3810,3830,3700,3750,139840,41105.0,10961265.0
2000-08-21,3705,3770,3700,3700,42670,40557.0,10961265.0
2000-08-22,3710,3785,3710,3785,72730,41488.0,10961265.0
2000-08-23,3705,3850,3705,3720,84770,40776.0,10961265.0
2000-08-24,3795,3840,3705,3740,91060,40995.0,10961265.0
2000-08-25,3700,3735,3675,3735,29460,40940.0,10961265.0
2000-08-28,3740,3760,3720,3745,54070,41050.0,10961265.0
2000-08-29,3780,3780,3720,3730,41570,40886.0,10961265.0
2000-08-30,3710,3760,3710,3725,39120,40831.0,10961265.0
2000-08-31,3730,3740,3650,3665,69610,40173.0,10961265.0
2000-09-01,3670,3730,3670,3730,93460,40886.0,10961265.0
2000-09-04,3725,3750,3715,3735,32390,40940.0,10961265.0
2000-09-05,3775,3850,3735,3760,149480,41214.0,10961265.0
2000-09-06,3755,3800,3720,3770,81780,41324.0,10961265.0
2000-09-07,3770,3785,3650,3650,70360,40009.0,10961265.0
2000-09-08,3610,3670,3520,3645,48130,39954.0,10961265.0
2000-09-14,3635,3635,3510,3550,45510,38912.0,10961265.0
2000-09-15,3560,3810,3540,3810,230200,41762.0,10961265.0
2000-09-18,3750,3750,3605,3685,244780,40392.0,10961265.0
